agent_id,o_zone_id,d_zone_id,o_node_id,d_node_id,agent_type,PCE,time_period,distance,travel_time,node_sequence,time_sequence
0,7,9,11281,5356,1,1.0000,0731:34_0731:34,2.058,4.022,11281;5214;11259;5587;5174;5868;5216;5356;,0731:30;0732:29;0732:42;0733:23;0733:53;0734:12;0735:04;0735:36;
1,37,34,1353,1322,1,1.0000,0754:32_0754:32,0.479,1.464,1353;5589;1322;,0754:30;0755:16;0756:00;
2,11,20,5119,1357,1,1.0000,0730:11_0730:11,2.369,5.813,5119;5727;5118;10854;7210;11763;5730;8172;6185;5175;11257;11184;5588;1357;,0730:06;0730:17;0730:30;0730:44;0730:53;0731:05;0731:21;0731:48;0732:31;0732:43;0733:15;0734:05;0734:31;0736:00;
3,21,18,6253,1286,1,1.0000,0754:33_0754:33,6.263,12.649,6253;5868;5174;5587;11259;5214;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;4952;5440;11125;1286;,0754:30;0755:19;0755:39;0756:09;0756:50;0757:03;0757:53;0758:31;0759:07;0800:12;0800:42;0801:18;0801:48;0802:53;0803:27;0803:40;0804:36;0805:20;0805:48;0807:12;
4,34,8,1322,10847,1,1.0000,0746:39_0746:39,3.793,7.550,1322;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;10847;,0746:36;0747:17;0747:40;0748:10;0749:15;0749:51;0750:29;0751:20;0751:33;0752:14;0752:43;0753:03;0753:55;0754:12;
5,18,9,1286,5356,1,1.0000,0713:48_0713:48,6.507,13.087,1286;11125;5440;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0713:48;0715:08;0715:36;0716:20;0717:16;0717:30;0718:04;0719:08;0719:39;0720:04;0720:33;0721:39;0722:24;0723:02;0723:52;0724:05;0724:46;0725:15;0725:35;0726:27;0726:54;
6,17,31,1289,1314,1,1.0000,0757:42_0757:42,1.286,2.589,1289;5018;5017;11146;1314;,0757:42;0758:27;0759:09;0759:30;0800:18;
7,13,3,5034,11159,1,1.0000,0728:31_0728:31,3.679,6.374,5034;11129;5027;5009;5863;5524;5022;11147;5820;5103;11161;5114;5589;5112;11159;,0728:30;0728:59;0729:13;0729:28;0729:47;0730:34;0730:54;0731:07;0731:41;0732:46;0733:17;0733:42;0734:05;0734:28;0734:54;
8,9,12,5356,11151,1,1.0000,0728:13_0728:13,2.826,6.179,5356;5216;11507;5175;6185;8172;3000;1358;5117;5106;4804;5109;11151;,0728:12;0728:38;0729:12;0729:25;0729:37;0730:19;0730:32;0730:44;0730:57;0732:49;0733:21;0733:52;0734:24;
9,32,15,1285,4899,1,1.0000,0753:56_0753:56,2.640,4.663,1285;5018;5436;11125;5440;11127;11126;5441;5861;10872;5030;4899;,0753:54;0754:37;0755:19;0755:44;0756:12;0756:38;0757:10;0757:21;0757:32;0757:44;0758:02;0758:36;
10,32,20,1285,1356,1,1.0000,0725:44_0725:44,4.365,8.651,1285;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;1356;,0725:42;0726:25;0727:07;0727:43;0727:57;0728:11;0728:45;0729:49;0730:20;0730:45;0731:15;0732:20;0732:56;0733:34;0734:24;
11,15,28,4899,1359,1,1.0000,0715:33_0715:33,2.939,6.349,4899;5030;4958;5010;5027;11150;5109;4804;5106;5117;1358;3000;3001;1359;,0715:30;0716:04;0716:20;0716:34;0717:06;0717:48;0717:58;0718:29;0719:02;0720:54;0721:06;0721:19;0721:31;0721:54;
12,17,6,1289,5238,1,1.0000,0750:15_0750:15,4.659,7.337,1289;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;5238;,0750:12;0751:00;0751:42;0752:03;0752:23;0752:42;0753:11;0753:30;0753:48;0754:10;0754:56;0755:21;0755:53;0756:30;0757:36;
13,11,13,5119,5034,1,1.0000,0729:20_0729:20,2.487,5.262,5119;5727;5118;11255;5117;5106;4804;5109;11150;5027;11129;5034;,0729:18;0729:26;0729:39;0730:00;0730:14;0732:06;0732:39;0733:10;0733:21;0733:50;0734:04;0734:36;
14,31,17,1314,1289,1,1.0000,0731:47_0731:47,1.286,2.605,1314;11146;5017;5018;1289;,0731:42;0732:34;0732:55;0733:37;0734:24;
15,13,18,5034,1286,1,1.0000,0711:54_0711:54,3.065,5.891,5034;11129;5027;5009;5863;5524;5022;4952;5440;11125;1286;,0711:54;0712:22;0712:36;0712:51;0713:10;0713:57;0714:17;0715:13;0715:57;0716:25;0717:48;
16,26,20,1323,1356,1,1.0000,0730:38_0730:38,2.272,5.066,1323;5592;5114;11173;5219;5232;6256;1356;,0730:36;0731:24;0732:05;0732:35;0733:40;0734:16;0734:54;0735:42;
17,6,22,5238,3689,1,1.0000,0725:07_0725:07,2.890,5.272,5238;5208;11261;5214;11259;5587;5174;5868;5216;11507;3689;,0725:06;0726:08;0726:29;0726:58;0727:11;0727:52;0728:22;0728:41;0729:33;0730:07;0730:24;
18,6,3,5238,11159,1,1.0000,0721:46_0721:46,2.654,4.117,5238;5208;5209;5211;5210;11172;5112;11159;,0721:42;0722:47;0723:24;0723:56;0724:21;0725:07;0725:29;0725:54;
19,18,11,1286,5119,1,1.0000,0735:03_0735:03,4.712,9.840,1286;11125;5440;4952;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0735:00;0736:23;0736:51;0737:35;0738:31;0739:00;0739:46;0740:06;0740:21;0740:50;0741:01;0741:32;0742:04;0743:56;0744:10;0744:32;0744:44;0744:54;
20,3,31,11159,1318,1,1.0000,0712:34_0712:34,0.707,1.425,11159;5112;11160;1318;,0712:30;0712:58;0713:15;0714:00;
21,34,27,1322,1346,1,1.0000,0749:17_0749:17,0.968,2.114,1322;5589;5112;11172;1346;,0749:12;0749:55;0750:18;0750:40;0751:24;
22,1,16,5577,11827,1,1.0000,0731:33_0731:33,0.904,1.643,5577;5436;11125;5440;11827;,0731:30;0731:52;0732:17;0732:44;0733:12;
23,25,14,1354,5037,1,1.0000,0755:56_0755:56,4.212,8.058,1354;5592;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0755:54;0756:43;0757:25;0757:50;0758:21;0759:25;0759:59;0800:13;0800:33;0801:20;0801:39;0801:54;0802:26;0802:40;0802:56;0803:12;0804:00;
24,11,3,5119,11159,1,1.0000,0708:50_0708:50,2.338,4.153,5119;5727;5118;11255;5117;5;4;3;2;1;5592;5114;5589;5112;11159;,0708:48;0708:57;0709:09;0709:31;0709:45;0709:58;0710:12;0710:26;0710:39;0710:53;0711:07;0711:48;0712:12;0712:34;0713:00;
25,37,6,1349,5238,1,1.0000,0718:25_0718:25,1.884,3.280,1349;5210;5211;5209;5208;5238;,0718:24;0719:04;0719:29;0720:01;0720:38;0721:42;
26,31,34,1318,1322,1,1.0000,0744:31_0744:31,0.360,1.079,1318;11160;1322;,0744:30;0745:12;0745:36;
27,1,33,5577,1351,1,1.0000,0730:21_0730:21,4.303,6.639,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;1351;,0730:18;0730:40;0731:22;0732:04;0732:25;0732:45;0733:05;0733:34;0733:52;0734:10;0734:33;0735:18;0735:43;0736:15;0737:00;
28,37,14,1353,5037,1,1.0000,0711:45_0711:45,4.092,7.634,1353;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0711:42;0712:29;0712:53;0713:18;0713:49;0714:54;0715:27;0715:41;0716:01;0716:48;0717:07;0717:22;0717:54;0718:08;0718:24;0718:41;0719:24;
29,27,11,1346,5119,1,1.0000,0751:48_0751:48,2.581,4.889,1346;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0751:48;0752:31;0752:54;0753:17;0753:40;0754:22;0754:36;0754:49;0755:03;0755:17;0755:30;0755:44;0755:58;0756:19;0756:32;0756:42;
30,35,25,1290,1354,1,1.0000,0743:13_0743:13,2.876,5.980,1290;4952;5022;11147;5820;5103;11161;5114;5592;1354;,0743:12;0743:56;0744:52;0745:06;0745:39;0746:44;0747:15;0747:40;0748:22;0749:12;
31,18,6,1286,5238,1,1.0000,0703:11_0703:11,5.621,9.002,1286;11125;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;5238;,0703:06;0704:31;0704:56;0705:39;0706:20;0706:41;0707:02;0707:21;0707:50;0708:08;0708:26;0708:49;0709:35;0709:59;0710:31;0711:08;0712:12;
32,34,14,1319,5037,1,1.0000,0700:18_0700:18,2.434,4.590,1319;11124;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0700:18;0700:53;0701:07;0701:27;0702:14;0702:33;0702:48;0703:20;0703:35;0703:50;0704:07;0704:54;
33,1,9,5577,5356,1,1.0000,0718:14_0718:14,6.567,12.553,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0718:12;0718:33;0719:15;0719:57;0720:34;0720:48;0721:01;0721:35;0722:39;0723:10;0723:35;0724:30;0725:35;0726:18;0726:56;0727:46;0727:59;0728:40;0729:09;0729:29;0730:21;0730:48;
34,37,41,1353,5578,1,1.0000,0753:17_0753:17,3.445,5.303,1353;5589;5112;11160;5113;11148;5736;11146;5017;5018;5436;5578;,0753:12;0754:01;0754:24;0754:42;0755:00;0755:29;0755:48;0756:09;0756:30;0757:11;0757:54;0758:36;
35,6,35,5238,1290,1,1.0000,0750:43_0750:43,5.143,9.272,5238;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;4952;1290;,0750:42;0751:44;0752:21;0752:53;0753:17;0754:03;0754:26;0754:49;0755:12;0755:54;0756:24;0757:29;0758:03;0758:16;0759:12;0800:00;
37,11,14,5119,5037,1,1.0000,0737:17_0737:17,3.145,6.515,5119;5727;5118;11255;5117;5106;4804;5109;11150;5027;5010;4958;5030;11128;5037;,0737:12;0737:23;0737:36;0737:57;0738:11;0740:03;0740:36;0741:06;0741:17;0741:47;0742:19;0742:33;0742:49;0743:06;0743:48;
38,6,35,5238,1290,1,1.0000,0700:58_0700:58,5.143,9.020,5238;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;4952;1290;,0700:54;0701:59;0702:36;0703:08;0703:32;0704:18;0704:41;0705:04;0705:27;0705:53;0706:23;0707:28;0708:02;0708:15;0709:12;0710:00;
39,3,9,11159,5356,1,1.0000,0733:32_0733:32,4.137,7.951,11159;5112;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0733:30;0733:56;0734:19;0734:42;0735:12;0736:17;0737:00;0737:38;0738:28;0738:41;0739:22;0739:51;0740:11;0741:03;0741:30;
40,35,9,1290,5356,1,1.0000,0745:09_0745:09,5.624,11.148,1290;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0745:06;0745:52;0746:48;0747:01;0747:35;0748:40;0749:11;0749:36;0750:05;0751:11;0751:47;0752:25;0753:15;0753:28;0754:09;0754:39;0754:58;0755:50;0756:18;
41,1,31,5577,1314,1,1.0000,0732:38_0732:38,1.717,2.861,5577;5436;5018;5017;11146;1314;,0732:36;0732:57;0733:39;0734:21;0734:42;0735:30;
42,18,20,1286,1356,1,1.0000,0746:22_0746:22,4.760,10.131,1286;11125;5440;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;1356;,0746:18;0747:42;0748:09;0748:53;0749:50;0750:03;0750:37;0751:42;0752:12;0752:37;0753:07;0754:12;0755:00;0755:38;0756:30;
43,14,41,5037,5578,1,1.0000,0725:20_0725:20,2.538,4.452,5037;11128;5030;10872;5861;5441;11126;11127;5440;11125;5436;5578;,0725:18;0726:02;0726:18;0726:36;0726:49;0726:59;0727:11;0727:43;0728:09;0728:37;0729:02;0729:48;
44,26,11,1323,5119,1,1.0000,0759:21_0759:21,1.481,3.247,1323;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0759:18;0800:07;0800:21;0800:42;0800:55;0801:09;0801:22;0801:36;0801:50;0802:11;0802:24;0802:36;
45,34,21,1322,6253,1,1.0000,0702:26_0702:26,3.615,7.365,1322;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0702:24;0703:04;0703:27;0703:57;0705:02;0705:38;0706:17;0707:07;0707:20;0708:01;0708:30;0708:50;0709:48;
46,20,1,1356,5577,1,1.0000,0750:01_0750:01,4.732,9.673,1356;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;4952;5440;11125;5436;5577;,0750:00;0750:48;0751:26;0752:12;0753:17;0753:46;0754:11;0754:42;0755:47;0756:21;0756:34;0757:42;0758:26;0758:53;0759:18;0759:42;
47,15,23,4899,1361,1,1.0000,0755:27_0755:27,3.850,8.242,4899;5030;4958;5010;5027;11150;5109;4804;5106;5117;1358;3000;3001;8172;11489;7984;5728;1361;,0755:24;0755:58;0756:14;0756:28;0757:00;0757:30;0757:41;0758:12;0758:44;0800:36;0800:49;0801:01;0801:13;0801:26;0801:41;0801:54;0803:07;0803:42;
48,1,39,5577,1404,1,1.0000,0705:20_0705:20,5.534,10.566,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;11183;5215;5588;11184;11257;1404;,0705:18;0705:38;0706:21;0707:02;0707:39;0707:53;0708:06;0708:40;0709:45;0710:15;0710:41;0711:10;0712:15;0712:52;0713:29;0713:54;0714:12;0714:37;0715:28;0715:54;
49,20,24,1357,1325,1,1.0000,0705:13_0705:13,2.659,6.668,1357;5588;11184;11257;5175;6185;8172;5730;11763;7210;10854;5118;11910;10853;1325;,0705:12;0706:38;0707:04;0707:55;0708:26;0708:39;0709:21;0709:48;0710:05;0710:16;0710:26;0710:39;0711:00;0711:25;0711:54;
50,27,31,1346,1318,1,1.0000,0702:34_0702:34,0.951,2.121,1346;11172;5112;11160;1318;,0702:30;0703:17;0703:40;0703:58;0704:42;
51,19,11,1352,5119,1,1.0000,0705:48_0705:48,3.196,6.598,1352;6256;5232;5219;11173;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0705:48;0706:31;0707:09;0707:46;0708:51;0709:20;0710:02;0710:15;0710:29;0710:43;0710:56;0711:10;0711:24;0711:37;0711:59;0712:12;0712:24;
52,7,34,11281,1322,1,1.0000,0727:11_0727:11,2.688,5.609,11281;5214;6256;5232;5219;11173;5114;5589;1322;,0727:06;0728:06;0728:56;0729:34;0730:11;0731:16;0731:45;0732:09;0732:48;
53,37,21,1349,6253,1,1.0000,0719:26_0719:26,2.646,5.561,1349;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0719:24;0720:13;0720:49;0721:36;0722:26;0722:39;0723:20;0723:49;0724:09;0725:00;
54,28,22,1359,3689,1,1.0000,0738:26_0738:26,0.695,1.762,1359;6185;5175;11507;3689;,0738:24;0739:27;0739:40;0739:52;0740:12;
55,3,22,11159,3689,1,1.0000,0746:34_0746:34,3.392,6.923,11159;5112;5589;5114;11173;5219;5232;11183;5215;5588;11184;11257;5175;11507;3689;,0746:30;0746:58;0747:20;0747:44;0748:13;0749:19;0749:55;0750:33;0750:57;0751:15;0751:41;0752:31;0753:03;0753:15;0753:30;
56,5,11,11282,5119,1,1.0000,0715:42_0715:42,4.106,6.991,11282;5208;5209;5211;5210;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0715:42;0716:09;0716:46;0717:18;0717:43;0718:29;0718:52;0719:14;0719:38;0720:19;0720:33;0720:47;0721:00;0721:14;0721:28;0721:41;0721:55;0722:17;0722:29;0722:42;
57,41,2,5578,11123,1,1.0000,0750:57_0750:57,1.705,2.535,5578;5436;5018;5017;11123;,0750:54;0751:38;0752:20;0753:02;0753:30;
58,17,28,1289,1359,1,1.0000,0716:48_0716:48,3.820,8.085,1289;4952;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;1358;3000;3001;1359;,0716:48;0717:30;0718:26;0718:46;0719:33;0720:00;0720:15;0720:44;0720:55;0721:26;0721:58;0723:50;0724:03;0724:15;0724:28;0724:54;
59,5,24,11282,1325,1,1.0000,0758:04_0758:04,4.396,7.833,11282;5208;5209;5211;5210;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0758:00;0758:31;0759:08;0759:40;0800:04;0800:50;0801:13;0801:36;0801:59;0802:41;0802:55;0803:08;0803:22;0803:35;0803:49;0804:03;0804:17;0804:38;0804:58;0805:23;0805:54;
60,13,41,5034,5578,1,1.0000,0735:18_0735:18,3.288,5.697,5034;11129;5027;5009;5863;5524;5022;4952;5440;11125;5436;5578;,0735:18;0735:46;0736:00;0736:15;0736:34;0737:21;0737:41;0738:37;0739:21;0739:49;0740:14;0741:00;
61,27,11,1346,5119,1,1.0000,0716:57_0716:57,2.581,4.837,1346;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0716:54;0717:40;0718:03;0718:26;0718:50;0719:31;0719:45;0719:58;0720:12;0720:26;0720:39;0720:53;0721:07;0721:28;0721:41;0721:48;
62,11,13,5119,5034,1,1.0000,0755:14_0755:14,2.487,5.258,5119;5727;5118;11255;5117;5106;4804;5109;11150;5027;11129;5034;,0755:12;0755:21;0755:33;0755:55;0756:08;0758:01;0758:33;0759:04;0759:15;0759:44;0759:58;0800:30;
63,41,15,5578,4899,1,1.0000,0734:12_0734:12,2.332,3.998,5578;5436;11125;5440;11127;11126;5441;5861;10872;5030;4899;,0734:12;0734:52;0735:17;0735:45;0736:11;0736:43;0736:54;0737:05;0737:17;0737:35;0738:12;
64,15,13,4899,5034,1,1.0000,0754:42_0754:42,1.292,2.297,4899;5030;4958;5010;5027;11129;5034;,0754:42;0755:13;0755:29;0755:43;0756:15;0756:29;0757:00;
65,32,36,1285,1299,1,1.0000,0718:12_0718:12,2.756,5.185,1285;5018;5017;11124;5022;5524;5863;5009;5027;11129;1299;,0718:12;0718:53;0719:35;0720:11;0720:25;0720:45;0721:32;0721:51;0722:06;0722:21;0723:24;
66,2,21,11123,6253,1,1.0000,0715:27_0715:27,5.394,10.549,11123;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0715:24;0715:53;0716:29;0716:43;0717:06;0717:39;0718:44;0719:15;0719:40;0720:09;0721:15;0721:51;0722:29;0723:19;0723:32;0724:13;0724:43;0725:02;0726:00;
67,14,9,5037,5356,1,1.0000,0704:03_0704:03,4.156,8.749,5037;11128;5030;4958;5010;5027;11150;5109;4804;5106;5117;1358;3000;3001;8172;6185;5175;11507;5216;5356;,0704:00;0704:44;0705:00;0705:16;0705:30;0706:03;0706:42;0706:52;0707:23;0707:56;0709:48;0710:00;0710:13;0710:25;0710:38;0711:20;0711:32;0711:45;0712:19;0712:48;
68,7,34,11281,1322,1,1.0000,0706:26_0706:26,2.688,5.966,11281;5214;6256;5232;5219;11173;5114;5589;1322;,0706:24;0707:30;0708:20;0708:58;0709:42;0710:47;0711:16;0711:40;0712:24;
69,28,13,1359,5034,1,1.0000,0716:49_0716:49,2.487,5.274,1359;3001;3000;1358;5117;5106;4804;5109;11150;5027;11129;5034;,0716:48;0717:10;0717:22;0717:35;0717:47;0719:39;0720:12;0720:43;0720:53;0721:23;0721:37;0722:06;
70,11,17,5119,1289,1,1.0000,0727:06_0727:06,3.820,7.895,5119;5727;5118;11255;5117;5106;4804;5109;11150;5027;5009;5863;5524;5022;4952;1289;,0727:06;0727:12;0727:25;0727:46;0728:00;0729:52;0730:25;0730:56;0731:07;0731:36;0731:51;0732:10;0732:57;0733:17;0734:13;0735:00;
71,17,30,1289,1360,1,1.0000,0702:41_0702:41,4.010,8.504,1289;4952;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;10854;7210;10850;1360;,0702:36;0703:23;0704:19;0704:39;0705:26;0705:45;0706:00;0706:30;0706:41;0707:11;0707:44;0709:36;0709:50;0710:11;0710:25;0710:35;0710:41;0711:12;
72,32,3,1285,11159,1,1.0000,0735:59_0735:59,2.494,3.905,1285;5018;5017;11146;5736;11148;5113;11160;5112;11159;,0735:54;0736:40;0737:22;0737:43;0738:03;0738:22;0738:51;0739:10;0739:27;0739:54;
73,9,11,5356,5119,1,1.0000,0737:20_0737:20,1.703,3.958,5356;5216;11507;5175;6185;8172;5730;11763;7210;10854;5118;5727;5119;,0737:18;0737:46;0738:20;0738:32;0738:44;0739:27;0739:53;0740:10;0740:22;0740:31;0740:45;0741:06;0741:18;
74,7,36,11281,1299,1,1.0000,0707:11_0707:11,5.216,10.511,11281;5214;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;11129;1299;,0707:06;0708:06;0708:56;0709:34;0710:10;0711:16;0711:45;0712:10;0712:41;0713:46;0714:20;0714:33;0714:53;0715:40;0716:06;0716:21;0716:35;0717:42;
75,13,41,5034,5578,1,1.0000,0700:27_0700:27,3.288,5.639,5034;11129;5027;5009;5863;5524;5022;4952;5440;11125;5436;5578;,0700:24;0700:55;0701:09;0701:24;0701:43;0702:30;0702:50;0703:46;0704:31;0704:58;0705:23;0706:06;
76,37,14,1353,5037,1,1.0000,0753:50_0753:50,4.092,7.864,1353;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0753:48;0754:34;0754:57;0755:30;0756:00;0757:12;0757:45;0757:59;0758:19;0759:06;0759:25;0759:40;0800:12;0800:26;0800:42;0800:59;0801:42;
77,32,22,1285,3689,1,1.0000,0720:40_0720:40,5.366,10.817,1285;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;11183;5215;5588;11184;11257;5175;11507;3689;,0720:36;0721:21;0722:03;0722:39;0722:53;0723:07;0723:41;0724:45;0725:16;0725:41;0726:11;0727:16;0727:52;0728:30;0728:54;0729:12;0729:38;0730:28;0731:00;0731:13;0731:30;
78,37,22,1349,3689,1,1.0000,0720:36_0720:36,2.144,5.099,1349;5219;5232;11183;5215;5588;11184;11257;5175;11507;3689;,0720:36;0721:22;0722:06;0722:43;0723:08;0723:25;0723:51;0724:42;0725:13;0725:26;0725:42;
79,2,13,11123,5034,1,1.0000,0737:19_0737:19,2.196,3.680,11123;5017;11124;5022;5524;5863;5009;5027;11129;5034;,0737:18;0737:45;0738:21;0738:35;0738:55;0739:42;0740:01;0740:16;0740:30;0741:00;
80,20,34,1356,1322,1,1.0000,0744:06_0744:06,2.112,4.692,1356;6256;5232;5219;11173;5114;5589;1322;,0744:06;0744:52;0745:31;0746:07;0747:12;0747:42;0748:05;0748:48;
81,25,41,1354,5578,1,1.0000,0727:26_0727:26,3.981,7.565,1354;5592;5114;11161;5103;5820;11147;5022;4952;5440;11125;5436;5578;,0727:24;0728:13;0728:54;0729:20;0729:50;0730:55;0731:29;0731:42;0732:39;0733:23;0733:50;0734:15;0735:00;
82,17,19,1289,1352,1,1.0000,0749:23_0749:23,3.851,8.017,1289;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;1352;,0749:18;0750:04;0751:00;0751:14;0751:48;0752:52;0753:23;0753:48;0754:18;0755:23;0755:59;0756:37;0757:24;
83,20,21,1357,6253,1,1.0000,0747:39_0747:39,0.950,2.345,1357;5174;5868;6253;,0747:36;0748:50;0749:10;0750:00;
84,3,39,11159,1404,1,1.0000,0716:31_0716:31,3.104,6.368,11159;5112;5589;5114;11173;5219;5232;11183;5215;5588;11184;11257;1404;,0716:30;0716:55;0717:18;0717:41;0718:11;0719:16;0719:52;0720:30;0720:55;0721:12;0721:38;0722:28;0722:54;
85,18,9,1286,5356,1,1.0000,0721:48_0721:48,6.507,13.095,1286;11125;5440;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0721:48;0723:08;0723:35;0724:19;0725:24;0725:37;0726:11;0727:15;0727:46;0728:11;0728:41;0729:46;0730:22;0731:00;0731:50;0732:04;0732:45;0733:14;0733:34;0734:26;0734:54;
86,7,24,11281,1325,1,1.0000,0711:20_0711:20,4.080,8.762,11281;5214;6256;5232;5219;11173;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0711:18;0712:24;0713:14;0713:52;0714:28;0715:33;0716:03;0716:44;0716:58;0717:11;0717:25;0717:39;0717:52;0718:06;0718:20;0718:48;0719:08;0719:33;0720:06;
87,19,11,1352,5119,1,1.0000,0727:19_0727:19,3.196,6.782,1352;6256;5232;5219;11173;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0727:18;0728:02;0728:54;0729:30;0730:35;0731:05;0731:46;0732:00;0732:13;0732:27;0732:41;0732:54;0733:08;0733:22;0733:43;0733:56;0734:06;
88,34,19,1322,1352,1,1.0000,0711:00_0711:00,2.077,3.893,1322;5589;5112;11172;5210;5211;5209;1352;,0711:00;0711:38;0712:01;0712:24;0713:10;0713:34;0714:06;0714:54;
89,16,41,11827,5578,1,1.0000,0713:10_0713:10,1.155,1.920,11827;5440;11125;5436;5578;,0713:06;0713:32;0713:59;0714:24;0715:06;
90,35,41,1290,5578,1,1.0000,0716:39_0716:39,1.609,3.037,1290;4952;5440;11125;5436;5578;,0716:36;0717:22;0718:07;0718:34;0718:59;0719:42;
91,2,1,11123,5577,1,1.0000,0750:44_0750:44,1.454,2.151,11123;5017;5018;5436;5577;,0750:42;0751:11;0751:52;0752:35;0752:54;
92,28,41,1359,5578,1,1.0000,0750:17_0750:17,4.934,9.610,1359;3001;3000;1358;5117;5106;4804;5109;11150;5027;5009;5863;5524;5022;4952;5440;11125;5436;5578;,0750:12;0750:38;0750:50;0751:03;0751:15;0753:07;0753:40;0754:10;0754:21;0754:51;0755:06;0755:25;0756:12;0756:32;0757:36;0758:20;0758:47;0759:12;0759:54;
93,35,9,1290,5356,1,1.0000,0751:40_0751:40,5.624,11.529,1290;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0751:36;0752:23;0753:19;0753:33;0754:18;0755:22;0755:53;0756:18;0757:00;0758:05;0758:41;0759:19;0800:09;0800:22;0801:03;0801:33;0801:52;0802:44;0803:12;
94,19,16,1352,11827,1,1.0000,0720:49_0720:49,4.190,8.467,1352;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;4952;5440;11827;,0720:48;0721:33;0722:11;0722:47;0723:53;0724:22;0724:47;0725:18;0726:23;0726:57;0727:10;0728:06;0728:50;0729:18;
95,14,40,5037,1296,1,1.0000,0731:12_0731:12,1.107,2.296,5037;11128;5030;4958;5010;5240;1296;,0731:12;0731:53;0732:10;0732:25;0732:40;0732:53;0733:30;
96,6,13,5238,5034,1,1.0000,0736:36_0736:36,5.821,9.899,5238;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;11129;5034;,0736:36;0737:36;0738:13;0738:45;0739:10;0739:56;0740:18;0740:41;0741:05;0741:42;0742:12;0743:17;0743:51;0744:04;0744:24;0745:11;0745:30;0745:45;0745:59;0746:30;
97,1,41,5577,5578,1,1.0000,0718:09_0718:09,0.625,1.041,5577;5436;5578;,0718:06;0718:28;0719:12;
98,34,11,1322,5119,1,1.0000,0744:47_0744:47,2.059,4.002,1322;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0744:42;0745:26;0745:49;0746:31;0746:44;0746:58;0747:12;0747:25;0747:39;0747:53;0748:06;0748:28;0748:40;0748:48;
99,37,2,1353,11123,1,1.0000,0758:36_0758:36,2.265,3.694,1353;5589;5112;11160;5113;11148;5736;11146;5017;11123;,0758:36;0759:20;0759:42;0800:00;0800:19;0800:48;0801:07;0801:27;0801:48;0802:18;
