agent_id,o_zone_id,d_zone_id,o_node_id,d_node_id,agent_type,PCE,time_period,distance,travel_time,node_sequence,time_sequence
1773,11,24,5119,1325,1,1.0000,0746:45_0746:45,0.630,1.640,5119;5727;5118;11910;10853;1325;,0746:42;0746:52;0747:04;0747:25;0747:49;0748:24;
1774,34,14,1319,5037,1,1.0000,0753:31_0753:31,2.434,4.569,1319;11124;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0753:30;0754:07;0754:21;0754:40;0755:27;0755:46;0756:02;0756:34;0756:48;0757:04;0757:20;0758:06;
1775,1,41,5577,5578,1,1.0000,0721:46_0721:46,0.625,1.028,5577;5436;5578;,0721:42;0722:05;0722:48;
1776,20,19,1356,1352,1,1.0000,0759:00_0759:00,0.525,1.596,1356;6256;1352;,0759:00;0759:46;0800:36;
1777,12,34,11151,1319,1,1.0000,0729:23_0729:23,1.770,3.415,11151;5109;11150;5027;5009;5863;5524;5022;11147;1319;,0729:18;0729:50;0730:00;0730:30;0730:45;0731:04;0731:51;0732:11;0732:24;0732:48;
1778,2,28,11123,1359,1,1.0000,0750:51_0750:51,3.843,7.536,11123;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;1358;3000;3001;1359;,0750:48;0751:18;0751:54;0752:08;0752:28;0753:15;0753:34;0753:49;0754:18;0754:29;0755:00;0755:33;0757:25;0757:37;0757:50;0758:02;0758:24;
1779,12,2,11151,11123,1,1.0000,0712:40_0712:40,2.296,4.318,11151;5109;11150;5027;5009;5863;5524;5022;11124;5017;11123;,0712:36;0713:18;0713:28;0713:58;0714:13;0714:32;0715:19;0715:39;0715:53;0716:29;0717:00;
1780,32,39,1285,1404,1,1.0000,0732:12_0732:12,5.078,10.293,1285;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;11183;5215;5588;11184;11257;1404;,0732:12;0732:53;0733:34;0734:11;0734:25;0734:38;0735:12;0736:17;0736:47;0737:13;0737:42;0738:47;0739:24;0740:02;0740:26;0740:44;0741:10;0742:00;0742:30;
1781,39,14,1404,5037,1,1.0000,0714:53_0714:53,3.837,8.108,1404;11257;5175;6185;8172;3000;1358;5117;5106;4804;5109;11150;5027;5010;4958;5030;11128;5037;,0714:48;0715:18;0715:50;0716:02;0716:45;0716:57;0717:10;0717:22;0719:14;0719:46;0720:17;0720:28;0720:58;0721:30;0721:44;0722:00;0722:17;0723:00;
1782,2,17,11123,1289,1,1.0000,0732:35_0732:35,1.022,1.915,11123;5017;5018;1289;,0732:30;0733:01;0733:43;0734:30;
1783,31,16,1314,11827,1,1.0000,0707:26_0707:26,2.248,3.966,1314;11146;5017;5018;5436;11125;5440;11827;,0707:24;0708:13;0708:34;0709:15;0709:58;0710:23;0710:51;0711:24;
1784,27,22,1348,3689,1,1.0000,0701:44_0701:44,3.514,6.555,1348;5210;5211;5209;5208;11261;5214;11259;5587;5174;5868;5216;11507;3689;,0701:42;0702:28;0702:52;0703:24;0704:01;0704:22;0704:51;0705:04;0705:45;0706:15;0706:34;0707:26;0708:00;0708:18;
1785,26,41,1323,5578,1,1.0000,0739:56_0739:56,3.246,5.953,1323;11161;5103;5820;11147;5022;4952;5440;11125;5436;5578;,0739:54;0740:17;0740:48;0741:52;0742:26;0742:40;0743:36;0744:20;0744:48;0745:13;0745:54;
1786,9,7,5356,11281,1,1.0000,0730:57_0730:57,2.058,3.946,5356;5216;5868;5174;5587;11259;5214;11281;,0730:54;0731:22;0732:14;0732:34;0733:03;0733:45;0733:58;0734:54;
1787,5,13,11282,5034,1,1.0000,0747:28_0747:28,5.447,9.429,11282;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;11129;5034;,0747:24;0747:55;0748:32;0749:04;0749:29;0750:15;0750:37;0751:00;0751:24;0752:00;0752:30;0753:35;0754:09;0754:30;0754:49;0755:36;0755:55;0756:10;0756:25;0756:54;
1788,21,9,6253,5356,1,1.0000,0756:30_0756:30,0.922,2.286,6253;5868;5216;5356;,0756:30;0757:30;0758:22;0758:48;
1789,3,11,11159,5119,1,1.0000,0742:31_0742:31,2.338,4.275,11159;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0742:30;0742:55;0743:24;0743:47;0744:29;0744:42;0744:56;0745:10;0745:23;0745:37;0745:50;0746:04;0746:26;0746:38;0746:48;
1790,15,28,4899,1359,1,1.0000,0740:32_0740:32,2.939,6.159,4899;5030;4958;5010;5027;11150;5109;4804;5106;5117;1358;3000;3001;1359;,0740:30;0741:03;0741:19;0741:33;0742:05;0742:35;0742:46;0743:17;0743:49;0745:41;0745:53;0746:06;0746:18;0746:42;
1791,25,37,1355,1349,1,1.0000,0701:28_0701:28,0.505,1.530,1355;5219;1349;,0701:24;0702:08;0703:00;
1792,31,10,1318,5929,1,1.0000,0708:28_0708:28,3.753,8.025,1318;11160;5112;5589;5114;11173;5219;5232;11183;5215;5588;11184;11257;5175;5729;5929;,0708:24;0709:09;0709:27;0709:49;0710:13;0710:42;0711:48;0712:24;0713:02;0713:26;0713:44;0714:10;0715:00;0715:32;0716:00;0716:30;
1793,12,13,11151,5034,1,1.0000,0753:55_0753:55,0.940,1.969,11151;5109;11150;5027;11129;5034;,0753:54;0754:30;0754:40;0755:10;0755:24;0755:54;
1794,16,31,11827,1314,1,1.0000,0749:25_0749:25,2.112,4.169,11827;5440;4952;5022;11124;5017;11146;1314;,0749:24;0749:47;0750:31;0751:36;0751:49;0752:26;0752:47;0753:36;
1795,12,24,11151,1325,1,1.0000,0716:49_0716:49,2.226,5.481,11151;5109;4804;5106;5117;11255;5118;11910;10853;1325;,0716:48;0717:16;0717:46;0718:19;0720:18;0720:31;0720:53;0721:13;0721:48;0722:18;
1796,19,31,1352,1318,1,1.0000,0740:08_0740:08,2.060,3.858,1352;5209;5211;5210;11172;5112;11160;1318;,0740:06;0740:51;0741:23;0741:48;0742:34;0742:56;0743:14;0744:00;
1797,6,38,5238,1397,1,1.0000,0759:37_0759:37,1.467,3.175,5238;5208;11261;1397;,0759:36;0800:38;0800:59;0802:48;
1798,13,41,5034,5578,1,1.0000,0752:00_0752:00,3.288,5.686,5034;11129;5027;5009;5863;5524;5022;4952;5440;11125;5436;5578;,0752:00;0752:28;0752:42;0752:57;0753:16;0754:03;0754:23;0755:20;0756:04;0756:31;0756:57;0757:42;
1799,13,24,5034,1325,1,1.0000,0705:59_0705:59,2.777,6.408,5034;11129;5027;11150;5109;4804;5106;5117;11255;5118;11910;10853;1325;,0705:54;0706:27;0706:41;0707:11;0707:21;0707:52;0708:25;0710:24;0710:37;0710:59;0711:30;0711:54;0712:24;
1800,6,18,5238,1286,1,1.0000,0753:39_0753:39,5.621,9.041,5238;5208;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;5436;11125;1286;,0753:36;0754:40;0755:17;0755:49;0756:13;0756:59;0757:22;0757:40;0757:58;0758:27;0758:46;0759:07;0759:28;0800:09;0800:52;0801:17;0802:42;
1801,34,21,1322,6253,1,1.0000,0724:16_0724:16,3.615,7.523,1322;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0724:12;0724:54;0725:18;0725:54;0726:59;0727:35;0728:13;0729:03;0729:16;0729:57;0730:27;0730:46;0731:48;
1802,17,9,1289,5356,1,1.0000,0759:24_0759:24,5.615,11.595,1289;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0759:24;0800:05;0801:02;0801:30;0802:03;0803:08;0803:39;0804:12;0804:41;0805:46;0806:30;0807:08;0807:58;0808:11;0808:52;0809:21;0809:41;0810:33;0811:00;
1803,6,9,5238,5356,1,1.0000,0753:55_0753:55,2.754,4.883,5238;5208;11261;5214;11259;5587;5174;5868;5216;5356;,0753:54;0754:55;0755:17;0755:45;0755:58;0756:39;0757:09;0757:28;0758:20;0758:48;
1804,3,14,11159,5037,1,1.0000,0745:02_0745:02,4.338,7.752,11159;5112;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0745:00;0745:26;0745:49;0746:12;0746:38;0747:08;0748:13;0748:47;0749:00;0749:20;0750:07;0750:26;0750:48;0751:20;0751:34;0751:50;0752:06;0752:48;
1805,31,41,1314,5578,1,1.0000,0757:12_0757:12,1.968,3.293,1314;11146;5017;5018;5436;5578;,0757:12;0757:59;0758:20;0759:02;0759:44;0800:30;
1806,5,41,11282,5578,1,1.0000,0745:45_0745:45,4.968,7.343,11282;5208;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;5436;5578;,0745:42;0746:12;0746:49;0747:21;0747:46;0748:32;0748:55;0749:12;0749:31;0750:00;0750:19;0750:39;0751:00;0751:42;0752:24;0753:06;
1807,1,11,5577,5119,1,1.0000,0752:24_0752:24,4.772,9.086,5577;5436;5018;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0752:24;0752:43;0753:26;0754:07;0754:44;0754:58;0755:17;0756:04;0756:24;0756:39;0757:18;0757:36;0758:06;0758:39;0800:31;0800:45;0801:06;0801:19;0801:30;
1808,37,11,1353,5119,1,1.0000,0744:56_0744:56,2.093,4.156,1353;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0744:54;0745:40;0746:04;0746:45;0746:59;0747:12;0747:26;0747:40;0747:53;0748:07;0748:21;0748:42;0748:55;0749:06;
1809,1,11,5577,5119,1,1.0000,0724:47_0724:47,4.772,8.808,5577;5436;5018;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;11255;5118;5727;5119;,0724:42;0725:06;0725:48;0726:30;0727:06;0727:20;0727:40;0728:27;0728:46;0729:01;0729:31;0729:42;0730:13;0730:45;0732:37;0732:51;0733:12;0733:25;0733:36;
1810,1,13,5577,5034,1,1.0000,0733:14_0733:14,3.126,4.965,5577;5436;5018;5017;11124;5022;5524;5863;5009;5027;11129;5034;,0733:12;0733:32;0734:15;0734:56;0735:33;0735:47;0736:07;0736:54;0737:13;0737:28;0737:42;0738:12;
1811,1,34,5577,1319,1,1.0000,0751:42_0751:42,1.563,2.499,5577;5436;5018;5017;11146;1319;,0751:42;0752:00;0752:43;0753:24;0753:45;0754:12;
1812,3,24,11159,1325,1,1.0000,0701:53_0701:53,2.628,5.101,11159;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0701:48;0702:17;0702:40;0703:03;0703:45;0703:59;0704:12;0704:26;0704:39;0704:53;0705:07;0705:21;0705:42;0706:02;0706:27;0707:00;
1813,3,11,11159,5119,1,1.0000,0718:35_0718:35,2.338,4.208,11159;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0718:30;0718:59;0719:21;0719:45;0720:27;0720:40;0720:54;0721:07;0721:21;0721:35;0721:48;0722:02;0722:24;0722:36;0722:48;
1814,6,11,5238,5119,1,1.0000,0746:19_0746:19,4.480,7.472,5238;5208;5209;5211;5210;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0746:18;0747:20;0747:57;0748:29;0748:53;0749:39;0750:02;0750:25;0750:48;0751:30;0751:44;0751:57;0752:11;0752:24;0752:38;0752:52;0753:06;0753:27;0753:40;0753:48;
1815,26,41,1323,5578,1,1.0000,0755:50_0755:50,3.246,6.164,1323;11161;5103;5820;11147;5022;4952;5440;11125;5436;5578;,0755:48;0756:10;0756:54;0757:58;0758:32;0758:45;0759:42;0800:26;0800:54;0801:19;0802:00;
1816,4,20,11180,1356,1,1.0000,0705:18_0705:18,1.396,3.194,11180;5211;11181;11182;5232;6256;1356;,0705:18;0705:55;0706:45;0706:53;0706:59;0707:37;0708:30;
1817,19,11,1352,5119,1,1.0000,0705:50_0705:50,3.196,6.765,1352;6256;5232;5219;11173;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0705:48;0706:33;0707:11;0707:48;0709:00;0709:29;0710:10;0710:24;0710:38;0710:51;0711:12;0711:25;0711:39;0711:53;0712:14;0712:27;0712:36;
1818,1,31,5577,1314,1,1.0000,0735:51_0735:51,1.717,2.939,5577;5436;5018;5017;11146;1314;,0735:48;0736:10;0736:52;0737:34;0737:55;0738:48;
1819,20,11,1357,5119,1,1.0000,0711:47_0711:47,2.369,5.814,1357;5588;11184;11257;5175;6185;8172;5730;11763;7210;10854;5118;5727;5119;,0711:42;0713:12;0713:37;0714:28;0714:59;0715:12;0715:54;0716:21;0716:38;0716:49;0716:59;0717:13;0717:25;0717:36;
1820,6,34,5238,1322,1,1.0000,0720:46_0720:46,2.866,4.818,5238;5208;5209;5211;5210;11172;5112;5589;1322;,0720:42;0721:47;0722:24;0722:56;0723:21;0724:06;0724:29;0724:52;0725:36;
1821,7,2,11281,11123,1,1.0000,0758:00_0758:00,4.468,8.686,11281;5214;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;11124;5017;11123;,0758:00;0758:55;0759:46;0800:24;0801:00;0802:05;0802:35;0803:00;0803:30;0804:35;0805:09;0805:22;0805:36;0806:13;0806:42;
1822,17,18,1289,1286,1,1.0000,0748:41_0748:41,0.971,2.810,1289;11125;1286;,0748:36;0750:07;0751:30;
1823,3,20,11159,1356,1,1.0000,0721:58_0721:58,2.391,5.319,11159;5112;5589;5114;11173;5219;5232;6256;1356;,0721:54;0722:30;0722:52;0723:16;0724:00;0725:05;0725:48;0726:26;0727:18;
1824,19,32,1352,1285,1,1.0000,0727:42_0727:42,3.847,6.295,1352;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;1285;,0727:42;0728:25;0728:57;0729:21;0730:07;0730:30;0730:48;0731:06;0731:35;0731:54;0732:15;0732:36;0733:18;0734:00;
1825,14,41,5037,5578,1,1.0000,0757:01_0757:01,2.538,4.368,5037;11128;5030;10872;5861;5441;11126;11127;5440;11125;5436;5578;,0757:00;0757:43;0757:59;0758:18;0758:30;0758:40;0758:52;0759:24;0759:50;0800:18;0800:43;0801:24;
1826,35,36,1290,1299,1,1.0000,0738:09_0738:09,2.267,4.645,1290;4952;5022;5524;5863;5009;5027;11129;1299;,0738:06;0738:52;0739:48;0740:08;0740:55;0741:14;0741:29;0741:43;0742:48;
1827,32,34,1285,1319,1,1.0000,0702:23_0702:23,1.107,2.106,1285;5018;5017;11146;1319;,0702:18;0703:04;0703:46;0704:07;0704:30;
1828,2,28,11123,1359,1,1.0000,0727:53_0727:53,3.843,7.707,11123;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;1358;3000;3001;1359;,0727:48;0728:19;0728:56;0729:10;0729:30;0730:17;0730:36;0730:51;0731:30;0731:40;0732:11;0732:44;0734:36;0734:48;0735:01;0735:13;0735:36;
1829,31,21,1318,6253,1,1.0000,0757:21_0757:21,4.089,7.940,1318;11160;5112;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0757:18;0758:02;0758:20;0758:42;0759:06;0759:35;0800:41;0801:17;0801:55;0802:45;0802:58;0803:39;0804:09;0804:28;0805:18;
1830,16,21,11827,6253,1,1.0000,0731:56_0731:56,5.710,11.166,11827;5440;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0731:54;0732:17;0733:01;0734:06;0734:19;0734:53;0735:57;0736:28;0736:53;0737:23;0738:28;0739:04;0739:42;0740:32;0740:46;0741:27;0741:56;0742:16;0743:06;
1831,31,6,1318,5238,1,1.0000,0730:42_0730:42,2.849,4.696,1318;11160;5112;11172;5210;5211;5209;5208;5238;,0730:42;0731:23;0731:40;0732:03;0732:49;0733:14;0733:46;0734:23;0735:24;
1832,3,17,11159,1289,1,1.0000,0759:14_0759:14,2.518,4.056,11159;5112;11160;5113;11148;5736;11146;5017;5018;1289;,0759:12;0759:38;0759:56;0800:14;0800:43;0801:02;0801:30;0801:50;0802:32;0803:18;
1833,34,9,1322,5356,1,1.0000,0725:49_0725:49,3.859,8.279,1322;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0725:48;0726:27;0726:51;0727:36;0728:41;0729:17;0729:55;0730:54;0731:07;0731:48;0732:17;0732:37;0733:36;0734:06;
1834,35,21,1290,6253,1,1.0000,0723:35_0723:35,5.380,10.705,1290;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0723:30;0724:18;0725:15;0725:28;0726:02;0727:07;0727:37;0728:02;0728:32;0729:37;0730:14;0730:52;0731:42;0731:55;0732:36;0733:05;0733:25;0734:18;
1835,1,26,5577,1323,1,1.0000,0713:29_0713:29,3.084,5.516,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;1323;,0713:24;0713:47;0714:30;0715:11;0715:48;0716:02;0716:15;0717:00;0718:04;0718:35;0719:00;
1836,7,17,11281,1289,1,1.0000,0717:41_0717:41,4.445,9.415,11281;5214;6256;5232;5219;11173;5114;11161;5103;5820;11147;5022;4952;1289;,0717:36;0718:36;0719:42;0720:20;0720:56;0722:01;0722:31;0722:56;0723:26;0724:31;0725:12;0725:25;0726:21;0727:06;
1837,32,34,1285,1319,1,1.0000,0746:02_0746:02,1.107,2.153,1285;5018;5017;11146;1319;,0746:00;0746:43;0747:25;0747:46;0748:12;
1838,3,6,11159,5238,1,1.0000,0752:14_0752:14,2.654,4.160,11159;5112;11172;5210;5211;5209;5208;5238;,0752:12;0752:38;0753:00;0753:46;0754:11;0754:43;0755:20;0756:24;
1839,26,9,1323,5356,1,1.0000,0736:05_0736:05,4.018,8.401,1323;5592;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0736:00;0736:52;0737:33;0738:12;0739:24;0740:00;0740:38;0741:28;0741:41;0742:22;0742:52;0743:11;0744:03;0744:30;
1840,37,24,1353,1325,1,1.0000,0718:01_0718:01,2.383,5.083,1353;5589;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0718:00;0718:44;0719:08;0719:50;0720:03;0720:17;0720:31;0720:44;0720:58;0721:11;0721:25;0721:47;0722:07;0722:32;0723:06;
1841,41,37,5578,1353,1,1.0000,0749:56_0749:56,3.445,5.358,5578;5436;5018;5017;11146;5736;11148;5113;11160;5112;5589;1353;,0749:54;0750:36;0751:19;0752:01;0752:21;0752:42;0753:01;0753:30;0753:48;0754:06;0754:29;0755:18;
1842,37,13,1353,5034,1,1.0000,0706:02_0706:02,3.434,6.358,1353;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;11129;5034;,0706:00;0706:46;0707:10;0707:35;0708:05;0709:10;0709:44;0709:57;0710:17;0711:04;0711:23;0711:38;0711:53;0712:24;
1843,19,20,1352,1356,1,1.0000,0740:00_0740:00,0.525,1.586,1352;6256;1356;,0740:00;0740:44;0741:36;
1844,17,13,1289,5034,1,1.0000,0746:25_0746:25,2.173,4.169,1289;4952;5022;5524;5863;5009;5027;11129;5034;,0746:24;0747:07;0748:03;0748:30;0749:16;0749:36;0749:51;0750:05;0750:36;
1845,27,24,1346,1325,1,1.0000,0739:51_0739:51,2.871,5.837,1346;11172;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0739:48;0740:34;0740:57;0741:20;0741:44;0742:25;0742:39;0742:52;0743:06;0743:20;0743:33;0743:47;0744:01;0744:22;0744:43;0745:08;0745:42;
1846,6,16,5238,11827,1,1.0000,0725:44_0725:44,5.474,9.564,5238;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;4952;5440;11827;,0725:42;0726:44;0727:21;0727:53;0728:18;0729:04;0729:27;0729:49;0730:13;0730:48;0731:18;0732:23;0732:57;0733:10;0734:06;0734:50;0735:18;
1847,18,17,1286,1289,1,1.0000,0706:39_0706:39,0.971,2.840,1286;11125;1289;,0706:36;0707:59;0709:30;
1848,31,30,1318,1360,1,1.0000,0753:46_0753:46,2.723,5.422,1318;11160;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;10854;7210;10850;1360;,0753:42;0754:27;0754:45;0755:08;0755:31;0756:13;0756:26;0756:40;0756:54;0757:07;0757:21;0757:34;0757:48;0758:10;0758:23;0758:33;0758:39;0759:12;
1849,1,21,5577,6253,1,1.0000,0753:04_0753:04,6.324,11.522,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;6253;,0753:00;0753:23;0754:05;0754:47;0755:23;0755:37;0755:51;0756:25;0757:29;0758:00;0758:25;0758:55;0800:00;0800:36;0801:14;0802:04;0802:17;0802:58;0803:28;0803:48;0804:36;
1850,34,9,1322,5356,1,1.0000,0700:18_0700:18,3.859,7.792,1322;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0700:18;0700:56;0701:20;0701:49;0702:54;0703:31;0704:09;0704:59;0705:12;0705:53;0706:23;0706:42;0707:34;0708:06;
1851,32,28,1285,1359,1,1.0000,0739:32_0739:32,4.317,8.561,1285;5018;5017;11124;5022;5524;5863;5009;5027;11150;5109;4804;5106;5117;1358;3000;3001;1359;,0739:30;0740:13;0740:54;0741:31;0741:45;0742:05;0742:52;0743:11;0743:26;0743:55;0744:06;0744:37;0745:09;0747:02;0747:14;0747:26;0747:39;0748:06;
1852,26,11,1323,5119,1,1.0000,0738:56_0738:56,1.481,3.063,1323;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,0738:54;0739:42;0739:56;0740:09;0740:23;0740:36;0740:50;0741:04;0741:18;0741:39;0741:52;0742:00;
1853,11,31,5119,1318,1,1.0000,0727:41_0727:41,2.533,4.808,5119;5727;5118;11255;5117;5;4;3;2;1;5592;5114;5589;5112;11160;1318;,0727:36;0727:48;0728:00;0728:22;0728:35;0728:49;0729:03;0729:16;0729:30;0729:44;0729:57;0730:39;0731:02;0731:25;0731:43;0732:30;
1854,5,35,11282,1290,1,1.0000,0750:59_0750:59,4.769,8.406,11282;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;4952;1290;,0750:54;0751:27;0752:03;0752:35;0753:00;0753:46;0754:09;0754:31;0754:55;0755:20;0755:51;0756:56;0757:29;0757:43;0758:39;0759:24;
1855,21,14,6253,5037,1,1.0000,0706:36_0706:36,4.571,9.687,6253;5868;5216;11507;5175;6185;8172;3000;1358;5117;5106;4804;5109;11150;5027;5010;4958;5030;11128;5037;,0706:36;0707:23;0708:15;0708:49;0709:01;0709:14;0709:56;0710:09;0710:21;0710:34;0712:26;0712:58;0713:36;0713:46;0714:16;0714:48;0715:02;0715:18;0715:35;0716:18;
1856,21,15,6253,4899,1,1.0000,0727:22_0727:22,4.365,9.132,6253;5868;5216;11507;5175;6185;8172;3000;1358;5117;5106;4804;5109;11150;5027;5010;4958;5030;4899;,0727:18;0728:09;0729:01;0729:34;0729:47;0729:59;0730:42;0730:54;0731:07;0731:19;0733:11;0733:43;0734:14;0734:25;0734:55;0735:27;0735:41;0735:57;0736:30;
1857,6,21,5238,6253,1,1.0000,0752:44_0752:44,2.510,4.352,5238;5208;11261;5214;11259;5587;5174;5868;6253;,0752:42;0753:45;0754:07;0754:35;0754:48;0755:29;0755:59;0756:18;0757:06;
1858,1,37,5577,1353,1,1.0000,0724:07_0724:07,3.195,4.981,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;5589;1353;,0724:06;0724:25;0725:08;0725:49;0726:10;0726:31;0726:50;0727:19;0727:37;0727:55;0728:18;0729:06;
1859,13,20,5034,1356,1,1.0000,0756:58_0756:58,4.555,8.826,5034;11129;5027;5009;5863;5524;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;1356;,0756:54;0757:26;0757:40;0757:55;0758:14;0759:01;0759:21;0759:34;0800:08;0801:13;0801:43;0802:09;0802:38;0803:43;0804:20;0804:58;0805:48;
1860,27,9,1348,5356,1,1.0000,0754:07_0754:07,3.378,6.175,1348;5210;5211;5209;5208;11261;5214;11259;5587;5174;5868;5216;5356;,0754:06;0754:50;0755:15;0755:47;0756:24;0756:45;0757:14;0757:27;0758:08;0758:37;0758:57;0759:49;0800:18;
1861,34,38,1322,1397,1,1.0000,0730:01_0730:01,3.052,5.872,1322;5589;5112;11172;5210;5211;5209;5208;11261;1397;,0730:00;0730:39;0731:02;0731:25;0732:11;0732:35;0733:07;0733:44;0734:06;0735:54;
1862,34,24,1322,1325,1,1.0000,0741:23_0741:23,2.349,4.916,1322;5589;5114;5592;1;2;3;4;5;5117;11255;5118;11910;10853;1325;,0741:18;0742:01;0742:24;0743:06;0743:20;0743:33;0743:47;0744:00;0744:14;0744:28;0744:42;0745:03;0745:23;0745:48;0746:18;
1863,3,9,11159,5356,1,1.0000,0737:40_0737:40,4.137,8.025,11159;5112;5589;5114;11173;5219;5232;6256;5214;11259;5587;5174;5868;5216;5356;,0737:36;0738:04;0738:26;0738:50;0739:19;0740:25;0741:01;0741:48;0742:38;0742:51;0743:32;0744:01;0744:21;0745:13;0745:42;
1864,6,41,5238,5578,1,1.0000,0721:24_0721:24,5.342,7.994,5238;5208;5209;5211;5210;11172;5112;11160;5113;11148;5736;11146;5017;5018;5436;5578;,0721:24;0722:25;0723:01;0723:33;0723:58;0724:44;0725:07;0725:25;0725:43;0726:12;0726:31;0726:52;0727:12;0727:54;0728:37;0729:24;
1865,17,39,1289,1404,1,1.0000,0715:10_0715:10,4.581,9.828,1289;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;11183;5215;5588;11184;11257;1404;,0715:06;0715:51;0716:48;0717:12;0717:45;0718:50;0719:21;0719:46;0720:15;0721:21;0721:57;0722:35;0722:59;0723:17;0723:43;0724:33;0725:00;
1866,17,23,1289,1361,1,1.0000,0757:48_0757:48,5.276,11.593,1289;4952;5022;11147;5820;5103;11161;5114;11173;5219;5232;11183;5215;5588;11184;11257;5175;5729;5728;1361;,0757:48;0758:30;0759:26;0759:48;0800:21;0801:26;0801:57;0802:22;0802:51;0803:57;0804:33;0805:11;0805:35;0805:53;0806:19;0807:09;0807:41;0808:09;0808:49;0809:24;
1867,6,14,5238,5037,1,1.0000,0715:04_0715:04,6.479,11.024,5238;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;5010;4958;5030;11128;5037;,0715:00;0716:05;0716:42;0717:14;0717:38;0718:24;0718:47;0719:10;0719:33;0719:59;0720:29;0721:34;0722:08;0722:21;0722:41;0723:28;0723:47;0724:02;0724:34;0724:48;0725:04;0725:21;0726:06;
1868,6,15,5238,4899,1,1.0000,0719:48_0719:48,6.273,10.691,5238;5208;5209;5211;5210;11172;5112;5589;5114;11161;5103;5820;11147;5022;5524;5863;5009;5027;5010;4958;5030;4899;,0719:48;0720:49;0721:26;0722:06;0722:30;0723:16;0723:39;0724:01;0724:25;0724:50;0725:21;0726:26;0726:59;0727:13;0727:33;0728:20;0728:39;0728:54;0729:26;0729:40;0729:56;0730:30;
1869,28,41,1359,5578,1,1.0000,0706:24_0706:24,4.934,9.888,1359;3001;3000;1358;5117;5106;4804;5109;11150;5027;5009;5863;5524;5022;4952;5440;11125;5436;5578;,0706:24;0706:54;0707:06;0707:18;0707:31;0709:30;0710:02;0710:33;0710:44;0711:13;0711:28;0711:47;0712:34;0712:54;0713:50;0714:42;0715:09;0715:34;0716:18;
1870,7,30,11281,1360,1,1.0000,0753:48_0753:48,2.983,6.198,11281;5214;11259;5587;5174;5868;5216;11507;5175;6185;8172;5730;1360;,0753:48;0754:43;0755:06;0755:47;0756:16;0756:36;0757:28;0758:01;0758:14;0758:26;0759:09;0759:35;0800:00;
1871,26,37,1323,1353,1,1.0000,0756:52_0756:52,1.151,2.623,1323;5592;5114;5589;1353;,0756:48;0757:38;0758:20;0758:44;0759:30;
