name,road_link_id,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,geometry
,102555,102555,155,HOT,9,1,1899,1,25,1800,"LINESTRING (1507195.518000 1019186.965000 ,1508880.000000 1018310.000000 )"
Eastown,102555,102555,101763,Arterial,7,1,2261,1,46,1618,"LINESTRING (1507195.518000 1019186.965000 ,1507182.906000 1016925.174000 )"
Eastown,102555,102555,101773,Arterial,7,1,366,1,46,1618,"LINESTRING (1507195.518000 1019186.965000 ,1507195.518000 1019553.415000 )"
,102556,102556,160,HOT,9,1,4515,1,25,1800,"LINESTRING (1499435.169000 1008163.901000 ,1499832.000000 1012662.000000 )"
Allentown,102556,102556,100725,Highway,3,1,340,1,35,1734,"LINESTRING (1499435.169000 1008163.901000 ,1499119.295000 1008035.697000 )"
Allentown,102556,102556,100726,Highway,3,1,300,1,35,1734,"LINESTRING (1499435.169000 1008163.901000 ,1499714.168000 1008276.763000 )"
State,103400,103400,101780,Arterial,7,1,2626,1,46,1560,"LINESTRING (1512437.530000 1030298.352000 ,1509811.495000 1030323.804000 )"
State,103400,103400,101910,Arterial,7,1,4854,1,46,1734,"LINESTRING (1512437.530000 1030298.352000 ,1517292.016000 1030251.439000 )"
State,103413,103413,100136,Arterial,7,1,6548,1,39,1618,"LINESTRING (1545490.789000 1029974.104000 ,1538942.935000 1030042.031000 )"
State,103413,103413,100141,Arterial,7,1,3986,1,39,1618,"LINESTRING (1545490.789000 1029974.104000 ,1549476.562000 1029928.475000 )"
MAYBERRY RD,103413,103413,104073,Arterial,7,1,2123,1,37,1800,"LINESTRING (1545490.789000 1029974.104000 ,1545525.613000 1032097.349000 )"
,103415,103415,73,HOT,9,1,7277,1,25,1800,"LINESTRING (1555450.145000 985011.500000 ,1549142.000000 981383.000000 )"
,103415,103415,367,HOT,9,1,1856,1,25,1800,"LINESTRING (1555450.145000 985011.500000 ,1557045.204000 984061.063000 )"
MCPHERON RD,103415,103415,104119,Arterial,7,1,2226,1,39,1676,"LINESTRING (1555450.145000 985011.500000 ,1557676.668000 985017.500000 )"
Schooler,103422,103422,100186,Arterial,7,1,3194,1,46,1734,"LINESTRING (1543321.431000 970292.438000 ,1543316.000000 967098.000000 )"
Schooler,103422,103422,100668,Arterial,7,1,859,1,44,1618,"LINESTRING (1543321.431000 970292.438000 ,1543332.963000 971152.000000 )"
AMHERST RD,103422,103422,103982,Arterial,7,1,2644,1,32,1560,"LINESTRING (1543321.431000 970292.438000 ,1545959.343000 970109.000000 )"
SUGAR CREEK R,103500,103500,103501,Arterial,7,1,5253,1,37,1560,"LINESTRING (1581122.140000 1027434.936000 ,1586375.996000 1027430.615000 )"
BENTLEY RD,103500,103500,103506,Arterial,7,1,2642,1,44,1800,"LINESTRING (1581122.140000 1027434.936000 ,1581133.739000 1030077.544000 )"
BENTLEY RD,103500,103500,103520,Arterial,7,1,5637,1,42,1618,"LINESTRING (1581122.140000 1027434.936000 ,1581064.149000 1021797.854000 )"
SUGAR CREEK R,103500,103500,104321,Arterial,7,1,2657,1,37,1560,"LINESTRING (1581122.140000 1027434.936000 ,1578464.320000 1027436.899000 )"
SUGAR CREEK R,103501,103501,103500,Arterial,7,1,5253,1,37,1560,"LINESTRING (1586375.996000 1027430.615000 ,1581122.140000 1027434.936000 )"
HARDIN RD,103501,103501,103507,Arterial,7,1,2633,1,37,1560,"LINESTRING (1586375.996000 1027430.615000 ,1586411.267000 1030064.108000 )"
HARDIN RD,103501,103501,104395,Arterial,7,1,2538,1,37,1560,"LINESTRING (1586375.996000 1027430.615000 ,1586343.282000 1024891.856000 )"
,103502,103502,365,HOT,9,1,2938,1,25,1800,"LINESTRING (1556616.540000 993021.250000 ,1556431.338000 990088.875000 )"
CLUM RD,103502,103502,100658,Arterial,7,1,2368,1,39,1481,"LINESTRING (1556616.540000 993021.250000 ,1554248.367000 992964.813000 )"
CLUM RD,103502,103502,104138,Arterial,7,1,2694,1,41,1560,"LINESTRING (1556616.540000 993021.250000 ,1559310.631000 992966.500000 )"
,103503,103503,365,HOT,9,1,2213,1,25,1800,"LINESTRING (1554239.770000 990397.500000 ,1556431.338000 990088.875000 )"
Cool,103503,103503,100658,Arterial,7,1,2567,1,37,1560,"LINESTRING (1554239.770000 990397.500000 ,1554248.367000 992964.813000 )"
Cool,103503,103503,100660,Arterial,7,1,2922,1,35,1734,"LINESTRING (1554239.770000 990397.500000 ,1554109.033000 987478.063000 )"
,103504,103504,341,HOT,9,1,4665,1,25,1800,"LINESTRING (1581264.120000 1040669.756000 ,1576629.940000 1041206.243000 )"
,103504,103504,342,HOT,9,1,2718,1,25,1800,"LINESTRING (1581264.120000 1040669.756000 ,1583979.863000 1040538.068000 )"
BENTLEY RD,103504,103504,103514,Arterial,7,1,5299,1,44,1618,"LINESTRING (1581264.120000 1040669.756000 ,1581171.196000 1035370.594000 )"
BENTLEY RD,103504,103504,103516,Arterial,7,1,5315,1,46,1618,"LINESTRING (1581264.120000 1040669.756000 ,1581277.598000 1045985.142000 )"
HANCOCK RD,103505,103505,103515,Arterial,7,1,4982,1,39,1560,"LINESTRING (1586542.722000 1040329.725000 ,1586477.916000 1035347.955000 )"
HARDIN RD,103505,103505,104396,Arterial,7,1,321,1,37,1800,"LINESTRING (1586542.722000 1040329.725000 ,1586550.131000 1040651.446000 )"
,103506,103506,343,HOT,9,1,2300,1,25,1800,"LINESTRING (1581133.739000 1030077.544000 ,1578872.333000 1029656.740000 )"
BENTLEY RD,103506,103506,103500,Arterial,7,1,2642,1,44,1560,"LINESTRING (1581133.739000 1030077.544000 ,1581122.140000 1027434.936000 )"
BENTLEY RD,103506,103506,104335,Arterial,7,1,2743,1,44,1618,"LINESTRING (1581133.739000 1030077.544000 ,1581186.213000 1032820.490000 )"
HARDIN RD,103507,103507,103501,Arterial,7,1,2633,1,37,1560,"LINESTRING (1586411.267000 1030064.108000 ,1586375.996000 1027430.615000 )"
HANCOCK RD,103507,103507,103540,Arterial,7,1,2793,1,37,1560,"LINESTRING (1586411.267000 1030064.108000 ,1586449.260000 1032857.575000 )"
,103508,103508,349,HOT,9,1,2328,1,25,1800,"LINESTRING (1581002.519000 1018124.254000 ,1578685.540000 1017888.800000 )"
BENTLEY RD,103508,103508,103520,Arterial,7,1,3674,1,42,1560,"LINESTRING (1581002.519000 1018124.254000 ,1581064.149000 1021797.854000 )"
BENTLEY RD,103508,103508,103531,Arterial,7,1,3983,1,44,1560,"LINESTRING (1581002.519000 1018124.254000 ,1580954.653000 1014141.034000 )"
HARDIN RD,103509,103509,103521,Arterial,7,1,3933,1,37,1560,"LINESTRING (1586273.468000 1019436.487000 ,1586323.900000 1023370.133000 )"
HARDIN RD,103509,103509,103532,Arterial,7,1,5268,1,37,1560,"LINESTRING (1586273.468000 1019436.487000 ,1586206.247000 1014168.461000 )"
,103510,103510,361,HOT,9,1,1533,1,25,1800,"LINESTRING (1580455.144000 987541.313000 ,1581791.777000 986789.438000 )"
AGLER RD,103510,103510,103511,Arterial,7,1,5373,1,44,1800,"LINESTRING (1580455.144000 987541.313000 ,1585828.031000 987590.188000 )"
AGLER RD,103510,103510,104096,Arterial,7,1,5268,1,42,1481,"LINESTRING (1580455.144000 987541.313000 ,1575186.388000 987574.375000 )"
,103511,103511,491,Highway,3,1,1454,1,36,1800,"LINESTRING (1585828.031000 987590.188000 ,1587282.686000 987580.125000 )"
AGLER RD,103511,103511,103510,Arterial,7,1,5373,1,44,1800,"LINESTRING (1585828.031000 987590.188000 ,1580455.144000 987541.313000 )"
,103512,103512,470,Highway,3,1,1114,1,41,1800,"LINESTRING (1581595.287000 1066765.231000 ,1581616.068000 1067879.162000 )"
BENTLEY RD,103512,103512,104393,Arterial,7,1,3789,1,39,1800,"LINESTRING (1581595.287000 1066765.231000 ,1581549.263000 1062975.561000 )"
,103513,103513,471,Highway,3,1,1361,1,41,1800,"LINESTRING (1586879.987000 1066714.853000 ,1586977.272000 1068073.203000 )"
HANCOCK RD,103513,103513,104402,Arterial,7,1,6727,1,37,1548,"LINESTRING (1586879.987000 1066714.853000 ,1586797.325000 1059987.944000 )"
BENTLEY RD,103514,103514,103504,Arterial,7,1,5299,1,44,1800,"LINESTRING (1581171.196000 1035370.594000 ,1581264.120000 1040669.756000 )"
LINCOLN HWY,103514,103514,103515,Arterial,7,1,5306,1,43,1481,"LINESTRING (1581171.196000 1035370.594000 ,1586477.916000 1035347.955000 )"
LINCOLN HWY,103514,103514,104186,Arterial,7,1,2642,1,48,1734,"LINESTRING (1581171.196000 1035370.594000 ,1578528.841000 1035351.548000 )"
BENTLEY RD,103514,103514,104187,Arterial,7,1,2414,1,42,1618,"LINESTRING (1581171.196000 1035370.594000 ,1581188.867000 1032956.034000 )"
HANCOCK RD,103515,103515,103505,Arterial,7,1,4982,1,39,1560,"LINESTRING (1586477.916000 1035347.955000 ,1586542.722000 1040329.725000 )"
LINCOLN HWY,103515,103515,103514,Arterial,7,1,5306,1,43,1734,"LINESTRING (1586477.916000 1035347.955000 ,1581171.196000 1035370.594000 )"
HANCOCK RD,103515,103515,103538,Arterial,7,1,2376,1,22,1560,"LINESTRING (1586477.916000 1035347.955000 ,1586441.864000 1032971.404000 )"
LINCOLN HWY,103515,103515,104415,Arterial,7,1,681,1,48,1800,"LINESTRING (1586477.916000 1035347.955000 ,1587159.000000 1035338.000000 )"
BENTLEY RD,103516,103516,103504,Arterial,7,1,5315,1,46,1618,"LINESTRING (1581277.598000 1045985.142000 ,1581264.120000 1040669.756000 )"
HILLVILLE RD,103516,103516,103517,Arterial,7,1,5346,1,41,1560,"LINESTRING (1581277.598000 1045985.142000 ,1586610.988000 1045609.995000 )"
HILLVILLE RD,103516,103516,104339,Arterial,7,1,5300,1,41,1618,"LINESTRING (1581277.598000 1045985.142000 ,1575976.963000 1045936.291000 )"
BENTLEY RD,103516,103516,104367,Arterial,7,1,4861,1,46,1618,"LINESTRING (1581277.598000 1045985.142000 ,1581283.796000 1050846.904000 )"
HILLVILLE RD,103517,103517,103516,Arterial,7,1,5346,1,41,1618,"LINESTRING (1586610.988000 1045609.995000 ,1581277.598000 1045985.142000 )"
HANCOCK RD,103517,103517,104396,Arterial,7,1,4958,1,39,1560,"LINESTRING (1586610.988000 1045609.995000 ,1586550.131000 1040651.446000 )"
HANCOCK RD,103517,103517,104413,Arterial,7,1,370,1,37,1560,"LINESTRING (1586610.988000 1045609.995000 ,1586616.659000 1045980.950000 )"
,103518,103518,351,HOT,9,1,2540,1,25,1800,"LINESTRING (1578141.489000 1003582.981000 ,1578265.256000 1006120.861000 )"
,103518,103518,358,HOT,9,1,3233,1,25,1800,"LINESTRING (1578141.489000 1003582.981000 ,1578311.999000 1000353.515000 )"
RESERVOIR RD,103518,103518,103519,Arterial,7,1,7906,1,46,1560,"LINESTRING (1578141.489000 1003582.981000 ,1586047.716000 1003524.307000 )"
RESERVOIR RD,103518,103518,104157,Arterial,7,1,4516,1,46,1560,"LINESTRING (1578141.489000 1003582.981000 ,1573624.651000 1003591.165000 )"
RESERVOIR RD,103519,103519,103518,Arterial,7,1,7906,1,46,1618,"LINESTRING (1586047.716000 1003524.307000 ,1578141.489000 1003582.981000 )"
HARDIN RD,103519,103519,103527,Arterial,7,1,5363,1,37,1560,"LINESTRING (1586047.716000 1003524.307000 ,1586138.825000 1008887.000000 )"
C-60,103519,103519,104422,Arterial,7,1,990,1,46,1800,"LINESTRING (1586047.716000 1003524.307000 ,1587038.000000 1003525.000000 )"
BENTLEY RD,103520,103520,103500,Arterial,7,1,5637,1,42,1560,"LINESTRING (1581064.149000 1021797.854000 ,1581122.140000 1027434.936000 )"
BENTLEY RD,103520,103520,103508,Arterial,7,1,3674,1,42,1800,"LINESTRING (1581064.149000 1021797.854000 ,1581002.519000 1018124.254000 )"
SANDUSKY RD,103520,103520,103521,Arterial,7,1,5489,1,41,1560,"LINESTRING (1581064.149000 1021797.854000 ,1586323.900000 1023370.133000 )"
SANDUSKY RD,103520,103520,104320,Arterial,7,1,2787,1,48,1800,"LINESTRING (1581064.149000 1021797.854000 ,1578386.399000 1021022.350000 )"
HARDIN RD,103521,103521,103509,Arterial,7,1,3933,1,37,1560,"LINESTRING (1586323.900000 1023370.133000 ,1586273.468000 1019436.487000 )"
SANDUSKY RD,103521,103521,103520,Arterial,7,1,5489,1,41,1618,"LINESTRING (1586323.900000 1023370.133000 ,1581064.149000 1021797.854000 )"
HARDIN RD,103521,103521,104395,Arterial,7,1,1521,1,37,1560,"LINESTRING (1586323.900000 1023370.133000 ,1586343.282000 1024891.856000 )"
AMHERST RD,103524,103524,103525,Arterial,7,1,3680,1,39,1618,"LINESTRING (1581878.495000 969670.375000 ,1585498.755000 969005.438000 )"
NAPOLEON RD,103524,103524,103530,Arterial,7,1,3737,1,46,1560,"LINESTRING (1581878.495000 969670.375000 ,1583547.702000 966326.875000 )"
NAPOLEON RD,103524,103524,104063,Arterial,7,1,572,1,46,1618,"LINESTRING (1581878.495000 969670.375000 ,1581845.005000 970242.063000 )"
AMHERST RD,103524,103524,104155,Arterial,7,1,1841,1,39,1560,"LINESTRING (1581878.495000 969670.375000 ,1580160.162000 969008.938000 )"
,103525,103525,492,Highway,3,1,1669,1,36,1800,"LINESTRING (1585498.755000 969005.438000 ,1585355.231000 967341.812000 )"
AMHERST RD,103525,103525,103524,Arterial,7,1,3680,1,39,1560,"LINESTRING (1585498.755000 969005.438000 ,1581878.495000 969670.375000 )"
LAFAYETTE RD,103526,103526,103527,Arterial,7,1,5237,1,39,1560,"LINESTRING (1580901.576000 1008855.339000 ,1586138.825000 1008887.000000 )"
BENTLEY RD,103526,103526,103531,Arterial,7,1,5285,1,37,1676,"LINESTRING (1580901.576000 1008855.339000 ,1580954.653000 1014141.034000 )"
LAFAYETTE RD,103526,103526,103992,Arterial,7,1,2681,1,39,1560,"LINESTRING (1580901.576000 1008855.339000 ,1578219.957000 1008861.676000 )"
HARDIN RD,103527,103527,103519,Arterial,7,1,5363,1,37,1481,"LINESTRING (1586138.825000 1008887.000000 ,1586047.716000 1003524.307000 )"
LAFAYETTE RD,103527,103527,103526,Arterial,7,1,5237,1,39,1560,"LINESTRING (1586138.825000 1008887.000000 ,1580901.576000 1008855.339000 )"
HARDIN RD,103527,103527,103532,Arterial,7,1,5281,1,37,1676,"LINESTRING (1586138.825000 1008887.000000 ,1586206.247000 1014168.461000 )"
C-50,103527,103527,104421,Arterial,7,1,1376,1,39,1800,"LINESTRING (1586138.825000 1008887.000000 ,1587515.000000 1008872.000000 )"
JEFFERSON,103528,103528,100755,Arterial,7,1,540,1,24,1421,"LINESTRING (1584258.444000 1057572.775000 ,1583892.000000 1057970.000000 )"
MAIN ST,103528,103528,103529,Arterial,7,1,2306,1,32,1800,"LINESTRING (1584258.444000 1057572.775000 ,1585920.326000 1059172.881000 )"
JEFFERON,103528,103528,103533,Arterial,7,1,482,1,34,1676,"LINESTRING (1584258.444000 1057572.775000 ,1584589.371000 1057221.784000 )"
MAIN ST,103528,103528,103566,Arterial,7,1,341,1,28,1421,"LINESTRING (1584258.444000 1057572.775000 ,1584022.000000 1057326.000000 )"
,103529,103529,332,HOT,9,1,2263,1,25,1800,"LINESTRING (1585920.326000 1059172.881000 ,1584970.701000 1061227.216000 )"
MAIN ST,103529,103529,103528,Arterial,7,1,2306,1,32,1548,"LINESTRING (1585920.326000 1059172.881000 ,1584258.444000 1057572.775000 )"
MAIN ST,103529,103529,104402,Arterial,7,1,1197,1,49,1618,"LINESTRING (1585920.326000 1059172.881000 ,1586797.325000 1059987.944000 )"
,103530,103530,492,Highway,3,1,2072,1,36,1800,"LINESTRING (1583547.702000 966326.875000 ,1585355.231000 967341.812000 )"
NAPOLEON RD,103530,103530,103524,Arterial,7,1,3737,1,46,1481,"LINESTRING (1583547.702000 966326.875000 ,1581878.495000 969670.375000 )"
BENTLEY RD,103531,103531,103508,Arterial,7,1,3983,1,44,1560,"LINESTRING (1580954.653000 1014141.034000 ,1581002.519000 1018124.254000 )"
BENTLEY RD,103531,103531,103526,Arterial,7,1,5285,1,37,1560,"LINESTRING (1580954.653000 1014141.034000 ,1580901.576000 1008855.339000 )"
SR-81,103531,103531,103532,Arterial,7,1,5251,1,47,1481,"LINESTRING (1580954.653000 1014141.034000 ,1586206.247000 1014168.461000 )"
SR-81,103531,103531,103993,Arterial,7,1,2661,1,49,1676,"LINESTRING (1580954.653000 1014141.034000 ,1578293.352000 1014152.524000 )"
HARDIN RD,103532,103532,103509,Arterial,7,1,5268,1,37,1560,"LINESTRING (1586206.247000 1014168.461000 ,1586273.468000 1019436.487000 )"
HARDIN RD,103532,103532,103527,Arterial,7,1,5281,1,37,1481,"LINESTRING (1586206.247000 1014168.461000 ,1586138.825000 1008887.000000 )"
SR-81,103532,103532,103531,Arterial,7,1,5251,1,47,1676,"LINESTRING (1586206.247000 1014168.461000 ,1580954.653000 1014141.034000 )"
SR-81,103532,103532,104420,Arterial,7,1,1356,1,47,1800,"LINESTRING (1586206.247000 1014168.461000 ,1587563.000000 1014171.000000 )"
,103533,103533,333,HOT,9,1,1142,1,25,1800,"LINESTRING (1584589.371000 1057221.784000 ,1585653.391000 1057638.215000 )"
,103533,103533,335,HOT,9,1,855,1,25,1800,"LINESTRING (1584589.371000 1057221.784000 ,1584502.570000 1056370.361000 )"
JEFFERSON,103533,103533,103528,Arterial,7,1,482,1,34,1421,"LINESTRING (1584589.371000 1057221.784000 ,1584258.444000 1057572.775000 )"
JEFFERSON ST,103533,103533,103534,Arterial,7,1,2272,1,34,1676,"LINESTRING (1584589.371000 1057221.784000 ,1586751.549000 1056523.442000 )"
JEFFERSON ST,103534,103534,103533,Arterial,7,1,2272,1,34,1676,"LINESTRING (1586751.549000 1056523.442000 ,1584589.371000 1057221.784000 )"
HANCOCK RD,103534,103534,104394,Arterial,7,1,2370,1,39,1560,"LINESTRING (1586751.549000 1056523.442000 ,1586779.217000 1058894.021000 )"
HANCOCK RD,103534,103534,104400,Arterial,7,1,2009,1,39,1800,"LINESTRING (1586751.549000 1056523.442000 ,1586746.000000 1054514.000000 )"
SR 103,103534,103534,104411,Arterial,7,1,2432,1,48,1676,"LINESTRING (1586751.549000 1056523.442000 ,1589183.764000 1056496.217000 )"
,103535,103535,359,HOT,9,1,2950,1,25,1800,"LINESTRING (1580614.569000 998275.562000 ,1579331.371000 995618.687000 )"
SR-309,103535,103535,103536,Highway,3,1,5401,1,55,1734,"LINESTRING (1580614.569000 998275.562000 ,1586015.497000 998223.813000 )"
SR-309,103535,103535,104004,Highway,3,1,2547,1,55,1734,"LINESTRING (1580614.569000 998275.562000 ,1578066.835000 998299.875000 )"
SR-309,103536,103536,103535,Highway,3,1,5401,1,55,1734,"LINESTRING (1586015.497000 998223.813000 ,1580614.569000 998275.562000 )"
SR-309,103536,103536,104423,Highway,3,1,1213,1,55,1800,"LINESTRING (1586015.497000 998223.813000 ,1587229.000000 998226.000000 )"
US-30,103537,103537,104185,Freeway,2,1,2693,2,68,2112,"LINESTRING (1581173.571000 1032933.674000 ,1578506.096000 1032563.297000 )"
HANCOCK RD,103538,103538,103515,Arterial,7,1,2376,1,22,1734,"LINESTRING (1586441.864000 1032971.404000 ,1586477.916000 1035347.955000 )"
US-30,103538,103538,103537,Freeway,2,1,5268,2,68,2112,"LINESTRING (1586441.864000 1032971.404000 ,1581173.571000 1032933.674000 )"
HANCOCK RD,103538,103538,103540,Arterial,7,1,114,1,37,2112,"LINESTRING (1586441.864000 1032971.404000 ,1586449.260000 1032857.575000 )"
US-30,103539,103539,103540,Freeway,2,1,5279,2,68,1560,"LINESTRING (1581170.363000 1032798.139000 ,1586449.260000 1032857.575000 )"
HANCOCK RD,103540,103540,103507,Arterial,7,1,2793,1,37,1560,"LINESTRING (1586449.260000 1032857.575000 ,1586411.267000 1030064.108000 )"
HANCOCK RD,103540,103540,103538,Arterial,7,1,114,1,37,1560,"LINESTRING (1586449.260000 1032857.575000 ,1586441.864000 1032971.404000 )"
US-30,103540,103540,103548,Freeway,2,1,806,2,68,1800,"LINESTRING (1586449.260000 1032857.575000 ,1587256.095000 1032857.467000 )"
I-75,103541,103541,103542,Freeway,2,1,3914,2,70,2112,"LINESTRING (1582692.393000 1053470.183000 ,1586603.333000 1053632.042000 )"
I-75,103542,103542,104431,Freeway,2,1,3495,2,70,1734,"LINESTRING (1586603.333000 1053632.042000 ,1589545.116000 1055520.100000 )"
I-75,103543,103543,104371,Freeway,2,1,2042,2,70,2112,"LINESTRING (1583190.635000 1053615.940000 ,1581245.176000 1052995.058000 )"
,103543,103543,104373,On-Ramp,5,1,1890,1,39,1734,"LINESTRING (1583190.635000 1053615.940000 ,1581334.680000 1053254.643000 )"
I-75,103544,103544,103543,Freeway,2,1,3416,2,70,1734,"LINESTRING (1586605.836000 1053705.265000 ,1583190.635000 1053615.940000 )"
,103545,103545,324,HOT,9,1,5566,1,25,1800,"LINESTRING (1555007.293000 1056378.318000 ,1556172.612000 1061821.284000 )"
SEARFOSS RD,103545,103545,103551,Arterial,7,1,2574,1,39,1800,"LINESTRING (1555007.293000 1056378.318000 ,1552432.978000 1056414.884000 )"
SEARFOSS RD,103545,103545,103567,Arterial,7,1,5168,1,39,1481,"LINESTRING (1555007.293000 1056378.318000 ,1560174.981000 1056489.741000 )"
,103546,103546,311,HOT,9,1,3502,1,25,1800,"LINESTRING (1543835.726000 1035216.714000 ,1544038.449000 1031719.734000 )"
LINCOLN HWY,103546,103546,103994,Arterial,7,1,1741,1,49,1676,"LINESTRING (1543835.726000 1035216.714000 ,1545576.952000 1035229.214000 )"
LINCOLN HWY,103546,103546,104023,Arterial,7,1,4868,1,49,1560,"LINESTRING (1543835.726000 1035216.714000 ,1538968.099000 1035324.434000 )"
,103547,103547,313,HOT,9,1,339,1,25,1800,"LINESTRING (1555654.875000 1029796.305000 ,1555407.748000 1030028.895000 )"
DIXIE HWY,103547,103547,104229,Arterial,7,1,979,1,47,1560,"LINESTRING (1555654.875000 1029796.305000 ,1556355.269000 1030481.473000 )"
DIXIE HWY,103547,103547,104242,Arterial,7,1,1293,1,47,1676,"LINESTRING (1555654.875000 1029796.305000 ,1554748.435000 1028873.696000 )"
,103548,103548,476,Highway,3,1,1470,1,41,1800,"LINESTRING (1587256.095000 1032857.467000 ,1588679.005000 1033227.841000 )"
MAYBERRY RD,103549,103549,103550,Arterial,7,1,2649,1,37,1800,"LINESTRING (1545883.506000 1056384.179000 ,1545895.992000 1059033.870000 )"
SEARFOSS RD,103549,103549,103557,Arterial,7,1,6636,1,39,1618,"LINESTRING (1545883.506000 1056384.179000 ,1539247.503000 1056376.725000 )"
SEARFOSS RD,103549,103549,103559,Arterial,7,1,3982,1,39,1618,"LINESTRING (1545883.506000 1056384.179000 ,1549866.320000 1056413.314000 )"
MAYBERRY RD,103549,103549,104078,Arterial,7,1,2633,1,37,1560,"LINESTRING (1545883.506000 1056384.179000 ,1545834.786000 1053750.785000 )"
,103550,103550,307,HOT,9,1,2111,1,25,1800,"LINESTRING (1545895.992000 1059033.870000 ,1543785.045000 1058986.043000 )"
MAYBERRY RD,103550,103550,103549,Arterial,7,1,2649,1,37,1560,"LINESTRING (1545895.992000 1059033.870000 ,1545883.506000 1056384.179000 )"
,103551,103551,309,HOT,9,1,5337,1,25,1800,"LINESTRING (1552432.978000 1056414.884000 ,1552603.517000 1051079.827000 )"
SEARFOSS RD,103551,103551,103545,Arterial,7,1,2574,1,39,1800,"LINESTRING (1552432.978000 1056414.884000 ,1555007.293000 1056378.318000 )"
SEARFOSS RD,103551,103551,103559,Arterial,7,1,2566,1,39,1560,"LINESTRING (1552432.978000 1056414.884000 ,1549866.320000 1056413.314000 )"
,103552,103552,315,HOT,9,1,1142,1,25,1800,"LINESTRING (1560000.343000 1034802.007000 ,1558893.303000 1034520.556000 )"
NAPOLEON RD,103552,103552,104201,Arterial,7,1,1020,1,31,1734,"LINESTRING (1560000.343000 1034802.007000 ,1559993.562000 1033781.515000 )"
NAPOLEON RD,103552,103552,104202,Arterial,7,1,458,1,31,1734,"LINESTRING (1560000.343000 1034802.007000 ,1560003.616000 1035260.412000 )"
,103553,103553,325,HOT,9,1,5500,1,25,1800,"LINESTRING (1565428.729000 1056471.447000 ,1565379.180000 1061971.391000 )"
COLUMBUS GROV,103553,103553,103567,Arterial,7,1,5253,1,46,1618,"LINESTRING (1565428.729000 1056471.447000 ,1560174.981000 1056489.741000 )"
COLUMBUS GROV,103553,103553,104190,Arterial,7,1,1058,1,46,1618,"LINESTRING (1565428.729000 1056471.447000 ,1566487.638000 1056476.611000 )"
,103554,103554,329,HOT,9,1,1296,1,25,1800,"LINESTRING (1578836.409000 1056545.464000 ,1578588.605000 1057818.428000 )"
COLUMBUS GROV,103554,103554,103555,Arterial,7,1,2794,1,46,1618,"LINESTRING (1578836.409000 1056545.464000 ,1576041.819000 1056523.995000 )"
COLUMBUS GROV,103554,103554,103570,Arterial,7,1,2479,1,46,1421,"LINESTRING (1578836.409000 1056545.464000 ,1581316.108000 1056564.178000 )"
,103555,103555,327,HOT,9,1,2837,1,25,1800,"LINESTRING (1576041.819000 1056523.995000 ,1573885.249000 1058368.821000 )"
,103555,103555,339,HOT,9,1,4963,1,25,1800,"LINESTRING (1576041.819000 1056523.995000 ,1576195.626000 1051562.953000 )"
COLUMBUS GROV,103555,103555,103554,Arterial,7,1,2794,1,46,1618,"LINESTRING (1576041.819000 1056523.995000 ,1578836.409000 1056545.464000 )"
COLUMBUS GROV,103555,103555,103561,Arterial,7,1,5318,1,46,1560,"LINESTRING (1576041.819000 1056523.995000 ,1570723.507000 1056495.522000 )"
,103556,103556,326,HOT,9,1,4349,1,25,1800,"LINESTRING (1576060.237000 1059173.923000 ,1576136.856000 1063522.498000 )"
,103556,103556,327,HOT,9,1,2319,1,25,1800,"LINESTRING (1576060.237000 1059173.923000 ,1573885.249000 1058368.821000 )"
AUGSBURGER RD,103556,103556,103562,Arterial,7,1,5309,1,37,1560,"LINESTRING (1576060.237000 1059173.923000 ,1570751.250000 1059139.840000 )"
AUGSBURGER RD,103556,103556,103925,Arterial,7,1,3173,1,37,1800,"LINESTRING (1576060.237000 1059173.923000 ,1579233.669000 1059206.926000 )"
SEARFOSS RD,103557,103557,103549,Arterial,7,1,6636,1,39,1481,"LINESTRING (1539247.503000 1056376.725000 ,1545883.506000 1056384.179000 )"
SLABTOWN RD,103557,103557,103558,Arterial,7,1,2709,1,46,1618,"LINESTRING (1539247.503000 1056376.725000 ,1539257.579000 1059086.609000 )"
SLABTOWN RD,103557,103557,104077,Arterial,7,1,2637,1,46,1618,"LINESTRING (1539247.503000 1056376.725000 ,1539222.629000 1053738.914000 )"
,103558,103558,307,HOT,9,1,4528,1,25,1800,"LINESTRING (1539257.579000 1059086.609000 ,1543785.045000 1058986.043000 )"
SLABTOWN RD,103558,103558,103557,Arterial,7,1,2709,1,46,1618,"LINESTRING (1539257.579000 1059086.609000 ,1539247.503000 1056376.725000 )"
BEGG RD,103558,103558,104379,Arterial,7,1,3275,1,10,1502,"LINESTRING (1539257.579000 1059086.609000 ,1535982.262000 1059132.564000 )"
SLABTOWN RD,103558,103558,104380,Arterial,7,1,2673,1,46,1800,"LINESTRING (1539257.579000 1059086.609000 ,1539196.782000 1061759.452000 )"
SEARFOSS RD,103559,103559,103549,Arterial,7,1,3982,1,39,1618,"LINESTRING (1549866.320000 1056413.314000 ,1545883.506000 1056384.179000 )"
SEARFOSS RD,103559,103559,103551,Arterial,7,1,2566,1,39,1618,"LINESTRING (1549866.320000 1056413.314000 ,1552432.978000 1056414.884000 )"
THAYER RD,103559,103559,103560,Arterial,7,1,5239,1,39,1560,"LINESTRING (1549866.320000 1056413.314000 ,1549929.817000 1061652.277000 )"
