name,road_link_id,from_node_id,to_node_id,facility_type,link_type,dir_flag,length,lanes,free_speed,capacity,geometry
,182,182,100283,HOT,9,1,282,1,25,1800,"LINESTRING (1522673.000000 1003270.000000 ,1522640.668000 1002989.639000 )"
,182,182,100284,HOT,9,1,194,1,25,1800,"LINESTRING (1522673.000000 1003270.000000 ,1522866.000000 1003247.000000 )"
,182,182,101960,HOT,9,1,232,1,25,1800,"LINESTRING (1522673.000000 1003270.000000 ,1522440.700000 1003268.771000 )"
,183,183,100237,HOT,9,1,821,1,25,1800,"LINESTRING (1519004.000000 1004492.000000 ,1518592.491000 1005202.690000 )"
,183,183,100286,HOT,9,1,846,1,25,1800,"LINESTRING (1519004.000000 1004492.000000 ,1519048.850000 1005336.913000 )"
,183,183,101882,HOT,9,1,916,1,25,1800,"LINESTRING (1519004.000000 1004492.000000 ,1519746.812000 1003954.412000 )"
,183,183,102001,HOT,9,1,786,1,25,1800,"LINESTRING (1519004.000000 1004492.000000 ,1518979.088000 1003705.824000 )"
,184,184,100165,HOT,9,1,389,1,25,1800,"LINESTRING (1520839.000000 1002677.000000 ,1521206.675000 1002548.858000 )"
,184,184,100288,HOT,9,1,245,1,25,1800,"LINESTRING (1520839.000000 1002677.000000 ,1520623.000000 1002561.000000 )"
,184,184,101858,HOT,9,1,689,1,25,1800,"LINESTRING (1520839.000000 1002677.000000 ,1520513.479000 1002069.335000 )"
,184,184,102000,HOT,9,1,459,1,25,1800,"LINESTRING (1520839.000000 1002677.000000 ,1520486.264000 1002971.450000 )"
,185,185,100275,HOT,9,1,281,1,25,1800,"LINESTRING (1521740.000000 1002307.000000 ,1521712.520000 1002026.611000 )"
,185,185,100291,HOT,9,1,402,1,25,1800,"LINESTRING (1521740.000000 1002307.000000 ,1522142.026000 1002279.310000 )"
,185,185,100292,HOT,9,1,428,1,25,1800,"LINESTRING (1521740.000000 1002307.000000 ,1521312.000000 1002320.000000 )"
,185,185,100295,HOT,9,1,227,1,25,1800,"LINESTRING (1521740.000000 1002307.000000 ,1521718.651000 1002533.335000 )"
,186,186,100293,HOT,9,1,442,1,25,1800,"LINESTRING (1521698.000000 1002775.000000 ,1522140.752000 1002781.652000 )"
,186,186,100294,HOT,9,1,369,1,25,1800,"LINESTRING (1521698.000000 1002775.000000 ,1521329.365000 1002798.556000 )"
,186,186,100295,HOT,9,1,242,1,25,1800,"LINESTRING (1521698.000000 1002775.000000 ,1521718.651000 1002533.335000 )"
,186,186,100296,HOT,9,1,233,1,25,1800,"LINESTRING (1521698.000000 1002775.000000 ,1521723.790000 1003007.038000 )"
,187,187,100011,HOT,9,1,246,1,25,1800,"LINESTRING (1522629.000000 1002765.000000 ,1522640.668000 1002519.222000 )"
,187,187,100283,HOT,9,1,224,1,25,1800,"LINESTRING (1522629.000000 1002765.000000 ,1522640.668000 1002989.639000 )"
,187,187,100289,HOT,9,1,236,1,25,1800,"LINESTRING (1522629.000000 1002765.000000 ,1522865.058000 1002771.247000 )"
,187,187,100290,HOT,9,1,198,1,25,1800,"LINESTRING (1522629.000000 1002765.000000 ,1522430.945000 1002781.003000 )"
,188,188,100261,HOT,9,1,298,1,25,1800,"LINESTRING (1515278.000000 1001645.000000 ,1515192.000000 1001931.000000 )"
,188,188,100300,HOT,9,1,569,1,25,1800,"LINESTRING (1515278.000000 1001645.000000 ,1515129.527000 1001095.454000 )"
,188,188,101819,HOT,9,1,514,1,25,1800,"LINESTRING (1515278.000000 1001645.000000 ,1514771.886000 1001738.953000 )"
,188,188,101943,HOT,9,1,451,1,25,1800,"LINESTRING (1515278.000000 1001645.000000 ,1515726.000000 1001699.000000 )"
,189,189,100297,HOT,9,1,98,1,25,1800,"LINESTRING (1517751.000000 1001520.000000 ,1517800.573000 1001605.503000 )"
,189,189,100298,HOT,9,1,454,1,25,1800,"LINESTRING (1517751.000000 1001520.000000 ,1517800.573000 1001068.609000 )"
,189,189,100299,HOT,9,1,615,1,25,1800,"LINESTRING (1517751.000000 1001520.000000 ,1517840.840000 1002128.974000 )"
,190,190,100299,HOT,9,1,661,1,25,1800,"LINESTRING (1517800.000000 1002789.000000 ,1517840.840000 1002128.974000 )"
,190,190,100301,HOT,9,1,178,1,25,1800,"LINESTRING (1517800.000000 1002789.000000 ,1517842.115000 1002615.960000 )"
,190,190,101874,HOT,9,1,521,1,25,1800,"LINESTRING (1517800.000000 1002789.000000 ,1517379.487000 1003097.192000 )"
,191,191,100262,HOT,9,1,397,1,25,1800,"LINESTRING (1515349.000000 1002886.000000 ,1515192.000000 1002521.000000 )"
,191,191,100302,HOT,9,1,1177,1,25,1800,"LINESTRING (1515349.000000 1002886.000000 ,1515411.396000 1004061.791000 )"
,191,191,101807,HOT,9,1,798,1,25,1800,"LINESTRING (1515349.000000 1002886.000000 ,1516090.918000 1003179.883000 )"
,191,191,101808,HOT,9,1,921,1,25,1800,"LINESTRING (1515349.000000 1002886.000000 ,1514791.003000 1003618.917000 )"
,192,192,100736,HOT,9,1,885,1,25,1800,"LINESTRING (1506246.000000 999375.000000 ,1505568.278000 999944.438000 )"
,192,192,104446,HOT,9,1,1022,1,25,1800,"LINESTRING (1506246.000000 999375.000000 ,1507084.155000 999960.306000 )"
,193,193,101837,HOT,9,1,927,1,25,1800,"LINESTRING (1511262.000000 998400.000000 ,1511944.727000 997772.062000 )"
,193,193,102010,HOT,9,1,361,1,25,1800,"LINESTRING (1511262.000000 998400.000000 ,1511439.961000 998714.438000 )"
,194,194,101797,HOT,9,1,613,1,25,1800,"LINESTRING (1512681.000000 1006128.000000 ,1512069.234000 1006088.564000 )"
,195,195,100245,HOT,9,1,548,1,25,1800,"LINESTRING (1511278.000000 1004030.000000 ,1511773.942000 1004263.126000 )"
,196,196,101747,HOT,9,1,656,1,25,1800,"LINESTRING (1506376.073000 1014543.536000 ,1506930.871000 1014192.243000 )"
,196,196,101750,HOT,9,1,1897,1,25,1800,"LINESTRING (1506376.073000 1014543.536000 ,1504555.842000 1015077.891000 )"
,197,197,101749,HOT,9,1,829,1,25,1800,"LINESTRING (1508000.305000 1016320.637000 ,1507197.743000 1016110.442000 )"
,198,198,100203,HOT,9,1,1885,1,25,1800,"LINESTRING (1514904.000000 1011161.000000 ,1514817.260000 1013044.503000 )"
,198,198,101792,HOT,9,1,2327,1,25,1800,"LINESTRING (1514904.000000 1011161.000000 ,1513488.036000 1009313.437000 )"
,199,199,100233,HOT,9,1,1513,1,25,1800,"LINESTRING (1510920.000000 1009474.000000 ,1510613.000000 1010956.000000 )"
,199,199,100303,HOT,9,1,839,1,25,1800,"LINESTRING (1510920.000000 1009474.000000 ,1511748.000000 1009338.000000 )"
,199,199,101756,HOT,9,1,4404,1,25,1800,"LINESTRING (1510920.000000 1009474.000000 ,1507116.942000 1011696.454000 )"
,200,200,100233,HOT,9,1,932,1,25,1800,"LINESTRING (1511385.846000 1010433.479000 ,1510613.000000 1010956.000000 )"
,200,200,100234,HOT,9,1,193,1,25,1800,"LINESTRING (1511385.846000 1010433.479000 ,1511490.180000 1010596.521000 )"
,201,201,101756,HOT,9,1,774,1,25,1800,"LINESTRING (1507885.654000 1011791.895000 ,1507116.942000 1011696.454000 )"
,202,202,100230,HOT,9,1,246,1,25,1800,"LINESTRING (1508442.000000 1012178.000000 ,1508385.000000 1012418.000000 )"
,203,203,100747,HOT,9,1,810,1,25,1800,"LINESTRING (1506281.000000 1004772.000000 ,1507089.546000 1004719.485000 )"
,204,204,100613,HOT,9,1,963,1,25,1800,"LINESTRING (1524898.000000 987527.000000 ,1524229.031000 988220.375000 )"
,205,205,100306,HOT,9,1,1657,1,25,1800,"LINESTRING (1536008.000000 1018055.000000 ,1536552.948000 1019620.090000 )"
,206,206,100310,HOT,9,1,657,1,25,1800,"LINESTRING (1511367.000000 1007072.000000 ,1511760.520000 1006544.924000 )"
,206,206,100312,HOT,9,1,605,1,25,1800,"LINESTRING (1511367.000000 1007072.000000 ,1511854.476000 1007430.798000 )"
,207,207,100749,HOT,9,1,956,1,25,1800,"LINESTRING (1510286.000000 1006904.000000 ,1510248.951000 1005947.941000 )"
,208,208,104441,HOT,9,1,772,1,25,1800,"LINESTRING (1512912.682000 1007279.711000 ,1512658.891000 1006550.062000 )"
,208,208,104442,HOT,9,1,453,1,25,1800,"LINESTRING (1512912.682000 1007279.711000 ,1512485.326000 1007430.798000 )"
,209,209,100511,HOT,9,1,3287,1,25,1800,"LINESTRING (1487974.305000 988900.000000 ,1490760.387000 990645.250000 )"
,209,209,103861,HOT,9,1,3977,1,25,1800,"LINESTRING (1487974.305000 988900.000000 ,1488011.619000 984922.688000 )"
,209,209,103862,HOT,9,1,3853,1,25,1800,"LINESTRING (1487974.305000 988900.000000 ,1488093.616000 992751.750000 )"
,210,210,103605,HOT,9,1,5428,1,25,1800,"LINESTRING (1480197.212000 987848.188000 ,1474804.495000 988468.937000 )"
,210,210,103606,HOT,9,1,5223,1,25,1800,"LINESTRING (1480197.212000 987848.188000 ,1485392.565000 988390.062000 )"
,210,210,103635,HOT,9,1,4177,1,25,1800,"LINESTRING (1480197.212000 987848.188000 ,1480137.312000 992025.125000 )"
,210,210,103858,HOT,9,1,4739,1,25,1800,"LINESTRING (1480197.212000 987848.188000 ,1480003.959000 983112.750000 )"
,211,211,103814,HOT,9,1,2927,1,25,1800,"LINESTRING (1488420.531000 994924.063000 ,1490811.031000 996613.375000 )"
,211,211,103862,HOT,9,1,2196,1,25,1800,"LINESTRING (1488420.531000 994924.063000 ,1488093.616000 992751.750000 )"
,212,212,103626,HOT,9,1,3334,1,25,1800,"LINESTRING (1480197.212000 995561.563000 ,1480233.918000 998896.188000 )"
,212,212,103635,HOT,9,1,3536,1,25,1800,"LINESTRING (1480197.212000 995561.563000 ,1480137.312000 992025.125000 )"
,212,212,103718,HOT,9,1,5333,1,25,1800,"LINESTRING (1480197.212000 995561.563000 ,1474884.524000 995087.375000 )"
,213,213,103604,HOT,9,1,4119,1,25,1800,"LINESTRING (1480420.326000 1003466.137000 ,1476372.413000 1004231.097000 )"
,213,213,103626,HOT,9,1,4573,1,25,1800,"LINESTRING (1480420.326000 1003466.137000 ,1480233.918000 998896.188000 )"
,213,213,103634,HOT,9,1,3325,1,25,1800,"LINESTRING (1480420.326000 1003466.137000 ,1480324.725000 1006790.184000 )"
,214,214,103656,HOT,9,1,2789,1,25,1800,"LINESTRING (1471910.146000 987274.500000 ,1469469.476000 985923.500000 )"
,214,214,103669,HOT,9,1,3222,1,25,1800,"LINESTRING (1471910.146000 987274.500000 ,1474770.522000 985789.313000 )"
,215,215,103706,HOT,9,1,2744,1,25,1800,"LINESTRING (1467001.653000 994350.375000 ,1464291.498000 993916.375000 )"
,215,215,103712,HOT,9,1,3415,1,25,1800,"LINESTRING (1467001.653000 994350.375000 ,1468390.901000 991230.313000 )"
,215,215,103717,HOT,9,1,2636,1,25,1800,"LINESTRING (1467001.653000 994350.375000 ,1469580.150000 993800.938000 )"
,216,216,103597,HOT,9,1,4192,1,25,1800,"LINESTRING (1470762.706000 1001713.104000 ,1466797.233000 1000352.599000 )"
,216,216,103710,HOT,9,1,4575,1,25,1800,"LINESTRING (1470762.706000 1001713.104000 ,1467011.518000 1004332.963000 )"
,216,216,103720,HOT,9,1,2769,1,25,1800,"LINESTRING (1470762.706000 1001713.104000 ,1471336.426000 999003.875000 )"
,216,216,103721,HOT,9,1,4175,1,25,1800,"LINESTRING (1470762.706000 1001713.104000 ,1474938.113000 1001649.357000 )"
,217,217,103714,HOT,9,1,2354,1,25,1800,"LINESTRING (1461360.074000 991832.375000 ,1459057.399000 991342.688000 )"
,218,218,103650,HOT,9,1,6950,1,25,1800,"LINESTRING (1457216.541000 985935.813000 ,1464166.398000 985983.875000 )"
,218,218,103660,HOT,9,1,2661,1,25,1800,"LINESTRING (1457216.541000 985935.813000 ,1457561.937000 988574.312000 )"
,218,218,103662,HOT,9,1,6017,1,25,1800,"LINESTRING (1457216.541000 985935.813000 ,1451328.093000 984697.750000 )"
,219,219,103667,HOT,9,1,1455,1,25,1800,"LINESTRING (1455718.494000 990270.563000 ,1456694.691000 991350.812000 )"
,219,219,103695,HOT,9,1,1704,1,25,1800,"LINESTRING (1455718.494000 990270.563000 ,1454060.026000 990664.188000 )"
,220,220,103691,HOT,9,1,1668,1,25,1800,"LINESTRING (1457471.528000 993553.563000 ,1455838.166000 993896.000000 )"
,221,221,103698,HOT,9,1,1278,1,25,1800,"LINESTRING (1455973.481000 992437.938000 ,1454701.511000 992309.000000 )"
,221,221,103699,HOT,9,1,968,1,25,1800,"LINESTRING (1455973.481000 992437.938000 ,1455513.763000 991585.625000 )"
,222,222,103649,HOT,9,1,1521,1,25,1800,"LINESTRING (1453141.783000 990966.563000 ,1453995.798000 992225.438000 )"
,222,222,103654,HOT,9,1,2303,1,25,1800,"LINESTRING (1453141.783000 990966.563000 ,1452882.710000 988677.563000 )"
,222,222,103695,HOT,9,1,966,1,25,1800,"LINESTRING (1453141.783000 990966.563000 ,1454060.026000 990664.188000 )"
,223,223,103649,HOT,9,1,1314,1,25,1800,"LINESTRING (1454705.609000 993331.438000 ,1453995.798000 992225.438000 )"
,223,223,103698,HOT,9,1,1022,1,25,1800,"LINESTRING (1454705.609000 993331.438000 ,1454701.511000 992309.000000 )"
,224,224,103652,HOT,9,1,2543,1,25,1800,"LINESTRING (1447610.285000 986194.312000 ,1447785.542000 988732.000000 )"
,225,225,103652,HOT,9,1,2888,1,25,1800,"LINESTRING (1447031.828000 991520.938000 ,1447785.542000 988732.000000 )"
,225,225,103688,HOT,9,1,3148,1,25,1800,"LINESTRING (1447031.828000 991520.938000 ,1445215.995000 994093.188000 )"
,225,225,103695,HOT,9,1,7080,1,25,1800,"LINESTRING (1447031.828000 991520.938000 ,1454060.026000 990664.188000 )"
,226,226,103684,HOT,9,1,1874,1,25,1800,"LINESTRING (1450767.698000 995835.250000 ,1450501.681000 993980.000000 )"
,227,227,103601,HOT,9,1,2716,1,25,1800,"LINESTRING (1488415.628000 1009453.087000 ,1488278.073000 1006740.143000 )"
,227,227,103602,HOT,9,1,3039,1,25,1800,"LINESTRING (1488415.628000 1009453.087000 ,1488320.280000 1012490.875000 )"
,228,228,103600,HOT,9,1,2561,1,25,1800,"LINESTRING (1481401.833000 1009573.599000 ,1481696.522000 1012117.736000 )"
,228,228,103619,HOT,9,1,4264,1,25,1800,"LINESTRING (1481401.833000 1009573.599000 ,1485664.071000 1009445.345000 )"
,228,228,103873,HOT,9,1,2793,1,25,1800,"LINESTRING (1481401.833000 1009573.599000 ,1481628.026000 1006789.209000 )"
,229,229,103602,HOT,9,1,4076,1,25,1800,"LINESTRING (1488512.037000 1016563.292000 ,1488320.280000 1012490.875000 )"
,229,229,103916,HOT,9,1,3433,1,25,1800,"LINESTRING (1488512.037000 1016563.292000 ,1488399.788000 1019995.230000 )"
,230,230,103600,HOT,9,1,3872,1,25,1800,"LINESTRING (1481498.243000 1015984.834000 ,1481696.522000 1012117.736000 )"
,230,230,103899,HOT,9,1,4359,1,25,1800,"LINESTRING (1481498.243000 1015984.834000 ,1485685.658000 1014770.422000 )"
,230,230,103902,HOT,9,1,4037,1,25,1800,"LINESTRING (1481498.243000 1015984.834000 ,1481765.406000 1020013.408000 )"
,231,231,103598,HOT,9,1,2989,1,25,1800,"LINESTRING (1468850.307000 1009171.463000 ,1469093.702000 1012150.762000 )"
,231,231,103618,HOT,9,1,6159,1,25,1800,"LINESTRING (1468850.307000 1009171.463000 ,1475002.766000 1009474.057000 )"
,231,231,103710,HOT,9,1,5176,1,25,1800,"LINESTRING (1468850.307000 1009171.463000 ,1467011.518000 1004332.963000 )"
,232,232,103599,HOT,9,1,581,1,25,1800,"LINESTRING (1463252.735000 1007597.203000 ,1463796.256000 1007391.708000 )"
,233,233,103598,HOT,9,1,3994,1,25,1800,"LINESTRING (1471110.113000 1015599.196000 ,1469093.702000 1012150.762000 )"
,233,233,103767,HOT,9,1,4045,1,25,1800,"LINESTRING (1471110.113000 1015599.196000 ,1467296.205000 1016947.705000 )"
,233,233,103779,HOT,9,1,4732,1,25,1800,"LINESTRING (1471110.113000 1015599.196000 ,1472736.457000 1020043.162000 )"
,233,233,103780,HOT,9,1,4014,1,25,1800,"LINESTRING (1471110.113000 1015599.196000 ,1475121.612000 1015456.611000 )"
,234,234,103760,HOT,9,1,3431,1,25,1800,"LINESTRING (1463686.578000 1016852.520000 ,1460322.316000 1017529.843000 )"
,234,234,103767,HOT,9,1,3610,1,25,1800,"LINESTRING (1463686.578000 1016852.520000 ,1467296.205000 1016947.705000 )"
,235,235,103651,HOT,9,1,2088,1,25,1800,"LINESTRING (1489017.276000 1021632.838000 ,1491054.205000 1021171.411000 )"
,235,235,103916,HOT,9,1,1750,1,25,1800,"LINESTRING (1489017.276000 1021632.838000 ,1488399.788000 1019995.230000 )"
,236,236,100717,HOT,9,1,4167,1,25,1800,"LINESTRING (1488029.990000 1027843.209000 ,1491082.414000 1025005.908000 )"
,236,236,103896,HOT,9,1,2232,1,25,1800,"LINESTRING (1488029.990000 1027843.209000 ,1485801.763000 1027972.955000 )"
,236,236,103921,HOT,9,1,2755,1,25,1800,"LINESTRING (1488029.990000 1027843.209000 ,1488476.660000 1030561.850000 )"
,237,237,103653,HOT,9,1,2403,1,25,1800,"LINESTRING (1483175.385000 1024552.086000 ,1483557.001000 1022179.431000 )"
,237,237,103658,HOT,9,1,3754,1,25,1800,"LINESTRING (1483175.385000 1024552.086000 ,1480487.482000 1027173.622000 )"
,238,238,103596,HOT,9,1,2527,1,25,1800,"LINESTRING (1477498.629000 1026528.325000 ,1477873.693000 1024028.906000 )"
,238,238,103913,HOT,9,1,3900,1,25,1800,"LINESTRING (1477498.629000 1026528.325000 ,1477990.076000 1030397.292000 )"
,239,239,103653,HOT,9,1,4265,1,25,1800,"LINESTRING (1479308.000000 1021805.696000 ,1483557.001000 1022179.431000 )"
,239,239,103902,HOT,9,1,3041,1,25,1800,"LINESTRING (1479308.000000 1021805.696000 ,1481765.406000 1020013.408000 )"
,240,240,103763,HOT,9,1,6989,1,25,1800,"LINESTRING (1465726.332000 1026506.740000 ,1472245.705000 1023987.619000 )"
,240,240,103765,HOT,9,1,6449,1,25,1800,"LINESTRING (1465726.332000 1026506.740000 ,1464751.917000 1020130.929000 )"
,240,240,103771,HOT,9,1,4473,1,25,1800,"LINESTRING (1465726.332000 1026506.740000 ,1464876.331000 1030898.279000 )"
,241,241,103659,HOT,9,1,3724,1,25,1800,"LINESTRING (1457126.976000 1006098.485000 ,1457921.457000 1009737.022000 )"
,241,241,103670,HOT,9,1,3231,1,25,1800,"LINESTRING (1457126.976000 1006098.485000 ,1460314.382000 1006629.719000 )"
,241,241,103674,HOT,9,1,4124,1,25,1800,"LINESTRING (1457126.976000 1006098.485000 ,1453318.368000 1004515.287000 )"
,242,242,103671,HOT,9,1,4211,1,25,1800,"LINESTRING (1449335.538000 1005611.520000 ,1449556.885000 1009817.125000 )"
,242,242,103674,HOT,9,1,4130,1,25,1800,"LINESTRING (1449335.538000 1005611.520000 ,1453318.368000 1004515.287000 )"
,242,242,103682,HOT,9,1,5391,1,25,1800,"LINESTRING (1449335.538000 1005611.520000 ,1445311.906000 1002023.544000 )"
,243,243,103678,HOT,9,1,1346,1,25,1800,"LINESTRING (1456330.124000 1014731.044000 ,1456108.776000 1013402.958000 )"
,243,243,103729,HOT,9,1,2954,1,25,1800,"LINESTRING (1456330.124000 1014731.044000 ,1456194.816000 1017682.944000 )"
,244,244,103613,HOT,9,1,4634,1,25,1800,"LINESTRING (1449025.651000 1013934.192000 ,1453535.667000 1015002.010000 )"
,244,244,103671,HOT,9,1,4151,1,25,1800,"LINESTRING (1449025.651000 1013934.192000 ,1449556.885000 1009817.125000 )"
,244,244,103748,HOT,9,1,3965,1,25,1800,"LINESTRING (1449025.651000 1013934.192000 ,1448216.972000 1017816.661000 )"
,245,245,103574,HOT,9,1,2966,1,25,1800,"LINESTRING (1456595.741000 1021769.899000 ,1453629.682000 1021725.630000 )"
,245,245,103727,HOT,9,1,3814,1,25,1800,"LINESTRING (1456595.741000 1021769.899000 ,1456355.977000 1025577.246000 )"
,245,245,103729,HOT,9,1,4106,1,25,1800,"LINESTRING (1456595.741000 1021769.899000 ,1456194.816000 1017682.944000 )"
,245,245,103773,HOT,9,1,4453,1,25,1800,"LINESTRING (1456595.741000 1021769.899000 ,1460383.770000 1024112.148000 )"
,246,246,103758,HOT,9,1,2050,1,25,1800,"LINESTRING (1447431.948000 1023850.568000 ,1446816.819000 1025806.189000 )"
,247,247,103727,HOT,9,1,2871,1,25,1800,"LINESTRING (1457038.436000 1028366.060000 ,1456355.977000 1025577.246000 )"
,247,247,103759,HOT,9,1,2743,1,25,1800,"LINESTRING (1457038.436000 1028366.060000 ,1456347.036000 1031021.286000 )"
,248,248,103758,HOT,9,1,2072,1,25,1800,"LINESTRING (1447653.295000 1027702.017000 ,1446816.819000 1025806.189000 )"
,249,249,103759,HOT,9,1,3124,1,25,1800,"LINESTRING (1456949.441000 1034087.083000 ,1456347.036000 1031021.286000 )"
,249,249,104426,HOT,9,1,6272,1,25,1800,"LINESTRING (1456949.441000 1034087.083000 ,1457503.000000 1040335.000000 )"
,250,250,100685,HOT,9,1,1532,1,25,1800,"LINESTRING (1458199.832000 1037163.046000 ,1459358.000000 1038166.000000 )"
,250,250,103759,HOT,9,1,6415,1,25,1800,"LINESTRING (1458199.832000 1037163.046000 ,1456347.036000 1031021.286000 )"
,250,250,104426,HOT,9,1,3247,1,25,1800,"LINESTRING (1458199.832000 1037163.046000 ,1457503.000000 1040335.000000 )"
,251,251,100687,HOT,9,1,1119,1,25,1800,"LINESTRING (1457974.762000 1039488.774000 ,1458995.000000 1039950.000000 )"
,251,251,103679,HOT,9,1,1210,1,25,1800,"LINESTRING (1457974.762000 1039488.774000 ,1458125.021000 1040690.241000 )"
,252,252,103680,HOT,9,1,483,1,25,1800,"LINESTRING (1456321.892000 1041152.489000 ,1456728.039000 1040889.688000 )"
,252,252,103694,HOT,9,1,661,1,25,1800,"LINESTRING (1456321.892000 1041152.489000 ,1456716.093000 1041684.063000 )"
,253,253,103680,HOT,9,1,401,1,25,1800,"LINESTRING (1457128.213000 1040925.525000 ,1456728.039000 1040889.688000 )"
,253,253,103687,HOT,9,1,161,1,25,1800,"LINESTRING (1457128.213000 1040925.525000 ,1457140.158000 1041086.789000 )"
,253,253,103689,HOT,9,1,227,1,25,1800,"LINESTRING (1457128.213000 1040925.525000 ,1457122.240000 1040698.561000 )"
,254,254,103687,HOT,9,1,597,1,25,1800,"LINESTRING (1457152.103000 1041684.063000 ,1457140.158000 1041086.789000 )"
,254,254,103693,HOT,9,1,423,1,25,1800,"LINESTRING (1457152.103000 1041684.063000 ,1457570.196000 1041749.764000 )"
,254,254,103694,HOT,9,1,436,1,25,1800,"LINESTRING (1457152.103000 1041684.063000 ,1456716.093000 1041684.063000 )"
,254,254,103700,HOT,9,1,647,1,25,1800,"LINESTRING (1457152.103000 1041684.063000 ,1457098.349000 1042329.120000 )"
,255,255,103679,HOT,9,1,191,1,25,1800,"LINESTRING (1458083.852000 1040877.743000 ,1458125.021000 1040690.241000 )"
,255,255,103692,HOT,9,1,198,1,25,1800,"LINESTRING (1458083.852000 1040877.743000 ,1458107.742000 1041074.844000 )"
,256,256,100700,HOT,9,1,360,1,25,1800,"LINESTRING (1458053.988000 1041654.200000 ,1458398.000000 1041546.000000 )"
,256,256,103692,HOT,9,1,581,1,25,1800,"LINESTRING (1458053.988000 1041654.200000 ,1458107.742000 1041074.844000 )"
,256,256,103693,HOT,9,1,493,1,25,1800,"LINESTRING (1458053.988000 1041654.200000 ,1457570.196000 1041749.764000 )"
,256,256,103743,HOT,9,1,675,1,25,1800,"LINESTRING (1458053.988000 1041654.200000 ,1458042.042000 1042329.120000 )"
,257,257,103867,HOT,9,1,211,1,25,1800,"LINESTRING (1458943.927000 1040495.487000 ,1458854.335000 1040686.615000 )"
,258,258,103778,HOT,9,1,209,1,25,1800,"LINESTRING (1458872.254000 1040877.743000 ,1458663.208000 1040871.770000 )"
,258,258,103851,HOT,9,1,186,1,25,1800,"LINESTRING (1458872.254000 1040877.743000 ,1458854.335000 1041062.898000 )"
,258,258,103867,HOT,9,1,191,1,25,1800,"LINESTRING (1458872.254000 1040877.743000 ,1458854.335000 1040686.615000 )"
,258,258,103898,HOT,9,1,168,1,25,1800,"LINESTRING (1458872.254000 1040877.743000 ,1459039.491000 1040859.825000 )"
,259,259,103745,HOT,9,1,191,1,25,1800,"LINESTRING (1458866.281000 1041277.917000 ,1458675.153000 1041283.890000 )"
,259,259,103826,HOT,9,1,269,1,25,1800,"LINESTRING (1458866.281000 1041277.917000 ,1458848.363000 1041546.690000 )"
,259,259,103851,HOT,9,1,215,1,25,1800,"LINESTRING (1458866.281000 1041277.917000 ,1458854.335000 1041062.898000 )"
,259,259,103869,HOT,9,1,173,1,25,1800,"LINESTRING (1458866.281000 1041277.917000 ,1459039.491000 1041271.944000 )"
,260,260,103744,HOT,9,1,263,1,25,1800,"LINESTRING (1458812.526000 1041911.028000 ,1458549.726000 1041928.946000 )"
,260,260,103822,HOT,9,1,412,1,25,1800,"LINESTRING (1458812.526000 1041911.028000 ,1458788.635000 1042323.147000 )"
,260,260,103826,HOT,9,1,366,1,25,1800,"LINESTRING (1458812.526000 1041911.028000 ,1458848.363000 1041546.690000 )"
,260,260,103868,HOT,9,1,221,1,25,1800,"LINESTRING (1458812.526000 1041911.028000 ,1459033.518000 1041917.000000 )"
,261,261,103909,HOT,9,1,1129,1,25,1800,"LINESTRING (1455814.209000 1043446.023000 ,1456100.901000 1042353.011000 )"
,261,261,103910,HOT,9,1,798,1,25,1800,"LINESTRING (1455814.209000 1043446.023000 ,1456612.764000 1043420.355000 )"
,262,262,100695,HOT,9,1,1260,1,25,1800,"LINESTRING (1458114.693000 1043515.333000 ,1459031.000000 1042650.000000 )"
,262,262,100697,HOT,9,1,1010,1,25,1800,"LINESTRING (1458114.693000 1043515.333000 ,1458542.000000 1042600.000000 )"
,262,262,100719,HOT,9,1,1087,1,25,1800,"LINESTRING (1458114.693000 1043515.333000 ,1457564.000000 1042578.000000 )"
,262,262,103910,HOT,9,1,1504,1,25,1800,"LINESTRING (1458114.693000 1043515.333000 ,1456612.764000 1043420.355000 )"
,262,262,103911,HOT,9,1,1311,1,25,1800,"LINESTRING (1458114.693000 1043515.333000 ,1459415.773000 1043678.960000 )"
,263,263,103813,HOT,9,1,882,1,25,1800,"LINESTRING (1460317.658000 1045387.164000 ,1459446.119000 1045249.991000 )"
,264,264,103829,HOT,9,1,668,1,25,1800,"LINESTRING (1462909.828000 1044598.762000 ,1462240.881000 1044598.762000 )"
,265,265,100767,HOT,9,1,907,1,25,1800,"LINESTRING (1460580.458000 1043356.432000 ,1460108.000000 1042582.000000 )"
,265,265,100768,HOT,9,1,782,1,25,1800,"LINESTRING (1460580.458000 1043356.432000 ,1460466.000000 1042582.000000 )"
,265,265,103829,HOT,9,1,2073,1,25,1800,"LINESTRING (1460580.458000 1043356.432000 ,1462240.881000 1044598.762000 )"
,265,265,103911,HOT,9,1,1208,1,25,1800,"LINESTRING (1460580.458000 1043356.432000 ,1459415.773000 1043678.960000 )"
,266,266,103919,HOT,9,1,81,1,25,1800,"LINESTRING (1459476.965000 1041917.109000 ,1459395.589000 1041921.392000 )"
,267,267,103963,HOT,9,1,64,1,25,1800,"LINESTRING (1460175.083000 1041908.544000 ,1460110.839000 1041912.826000 )"
,267,267,103967,HOT,9,1,295,1,25,1800,"LINESTRING (1460175.083000 1041908.544000 ,1460470.605000 1041912.826000 )"
